"",workID,TitleHZ,poetID,NameHZ,role,Sex,relation
458,37,國朝閨閣詩鈔﹕一百種一百卷(清蔡殿齊輯),66,倪瑞璿,作者,女,None
228,37,國朝閨閣詩鈔﹕一百種一百卷(清蔡殿齊輯),43,顧若璞,作者,女,None
230,37,國朝閨閣詩鈔﹕一百種一百卷(清蔡殿齊輯),133,朱景素,作者,女,None
223,37,國朝閨閣詩鈔﹕一百種一百卷(清蔡殿齊輯),170,葛宜,作者,女,None
225,37,國朝閨閣詩鈔﹕一百種一百卷(清蔡殿齊輯),96,顧慈,作者,女,None
221,37,國朝閨閣詩鈔﹕一百種一百卷(清蔡殿齊輯),124,高篃,作者,女,None
651,38,國朝閨秀正始集﹕二十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐又附題詞﹕一卷(清惲珠輯),274,惲珠,凡例作者,女,own
42,38,國朝閨秀正始集﹕二十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐又附題詞﹕一卷(清惲珠輯),274,惲珠,序作者,女,自序
41,38,國朝閨秀正始集﹕二十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐又附題詞﹕一卷(清惲珠輯),92,潘素心,序作者,女,None
45,38,國朝閨秀正始集﹕二十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐又附題詞﹕一卷(清惲珠輯),299,程孟梅,跋作者,女,子婦;兒媳
44,38,國朝閨秀正始集﹕二十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐又附題詞﹕一卷(清惲珠輯),298,石黛卿,跋作者,女,None
6,38,國朝閨秀正始集﹕二十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐又附題詞﹕一卷(清惲珠輯),274,惲珠,编輯,女,own
43,38,國朝閨秀正始集﹕二十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐又附題詞﹕一卷(清惲珠輯),297,黃友琴,序作者,女,None
49,39,國朝閨秀正始續集﹕十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐輓詞﹕一卷(清惲珠輯),302,宗梅,跋作者,女,None
415,39,國朝閨秀正始續集﹕十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐輓詞﹕一卷(清惲珠輯),301,完顏妙蓮保,輓詞作者,女,孫女
48,39,國朝閨秀正始續集﹕十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐輓詞﹕一卷(清惲珠輯),92,潘素心,序作者,女,None
47,39,國朝閨秀正始續集﹕十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐輓詞﹕一卷(清惲珠輯),300,金翁瑛,序作者,女,None
46,39,國朝閨秀正始續集﹕十卷﹐附錄﹕一卷﹐補遺﹕一卷﹐輓詞﹕一卷(清惲珠輯),274,惲珠,编輯,女,own
330,40,徐烈婦詩鈔﹕二卷﹐附吳絳雪年譜﹕一卷(清吳宗愛撰),309,王崇炳,编輯,男,None
149,40,徐烈婦詩鈔﹕二卷﹐附吳絳雪年譜﹕一卷(清吳宗愛撰),314,吳廷康,序作者,男,suspicious
368,40,徐烈婦詩鈔﹕二卷﹐附吳絳雪年譜﹕一卷(清吳宗愛撰),312,楊晉藩,跋作者,男,None
148,40,徐烈婦詩鈔﹕二卷﹐附吳絳雪年譜﹕一卷(清吳宗愛撰),313,許楣,序作者,男,None
151,40,徐烈婦詩鈔﹕二卷﹐附吳絳雪年譜﹕一卷(清吳宗愛撰),311,陳其泰,跋作者,男,None
142,40,徐烈婦詩鈔﹕二卷﹐附吳絳雪年譜﹕一卷(清吳宗愛撰),140,吳宗愛,主要作者,女,own
457,40,徐烈婦詩鈔﹕二卷﹐附吳絳雪年譜﹕一卷(清吳宗愛撰),315,希元,傳記作者,男,None
143,40,徐烈婦詩鈔﹕二卷﹐附吳絳雪年譜﹕一卷(清吳宗愛撰),308,俞樾,年譜作者,男,None
150,40,徐烈婦詩鈔﹕二卷﹐附吳絳雪年譜﹕一卷(清吳宗愛撰),310,秦緗業,序作者,男,None
7,41,同心梔子圖續編﹕一卷(清應瑩撰),140,吳宗愛,主要作者,女,own
173,41,同心梔子圖續編﹕一卷(清應瑩撰),318,徐雨民,跋作者,男,suspicious
172,41,同心梔子圖續編﹕一卷(清應瑩撰),308,俞樾,序作者,男,None
171,41,同心梔子圖續編﹕一卷(清應瑩撰),304,應瑩,序作者,男,None
170,41,同心梔子圖續編﹕一卷(清應瑩撰),304,應瑩,主要作者,男,None
62,43,倚雲閣詩存﹕三卷﹐補遺﹕一卷﹐詩餘存﹕三卷(清張友書撰),254,張友書,主要作者,女,own
63,43,倚雲閣詩存﹕三卷﹐補遺﹕一卷﹐詩餘存﹕三卷(清張友書撰),325,方燕昭,跋作者,男,None
416,43,倚雲閣詩存﹕三卷﹐補遺﹕一卷﹐詩餘存﹕三卷(清張友書撰),327,方濬頤,墓志詺作者,男,None
64,43,倚雲閣詩存﹕三卷﹐補遺﹕一卷﹐詩餘存﹕三卷(清張友書撰),326,陳克劬,跋作者,男,子
25,45,楚畹閣集﹕十二卷(清季蘭韻撰),245,季蘭韻,主要作者,女,own
26,45,楚畹閣集﹕十二卷(清季蘭韻撰),333,姚福增,跋作者,男,None
136,46,瑤華閣詩草﹕一卷﹐閩南雜咏﹕一卷﹐詞﹕一卷﹐詞補遺﹕一卷(清袁綬撰),210,袁綬,主要作者,女,own
137,46,瑤華閣詩草﹕一卷﹐閩南雜咏﹕一卷﹐詞﹕一卷﹐詞補遺﹕一卷(清袁綬撰),334,袁祖惠,序作者,男,弟
139,46,瑤華閣詩草﹕一卷﹐閩南雜咏﹕一卷﹐詞﹕一卷﹐詞補遺﹕一卷(清袁綬撰),336,夏愷,序作者,男,None
140,46,瑤華閣詩草﹕一卷﹐閩南雜咏﹕一卷﹐詞﹕一卷﹐詞補遺﹕一卷(清袁綬撰),337,吳師祁,序作者,男,子
138,46,瑤華閣詩草﹕一卷﹐閩南雜咏﹕一卷﹐詞﹕一卷﹐詞補遺﹕一卷(清袁綬撰),335,胡元博,序作者,男,表弟
439,47,茶香閣遺草﹕二卷(清黃婉璚撰),3562,王錫疇,題辭,男,None
441,47,茶香閣遺草﹕二卷(清黃婉璚撰),126,郭潤玉,題辭,女,None
440,47,茶香閣遺草﹕二卷(清黃婉璚撰),3563,李星沅,題辭,男,None
23,47,茶香閣遺草﹕二卷(清黃婉璚撰),338,黃本驥,序作者,男,從父;伯叔父
321,47,茶香閣遺草﹕二卷(清黃婉璚撰),340,譚光祜,題辭,男,None
431,47,茶香閣遺草﹕二卷(清黃婉璚撰),3554,李沆訓,題辭,男,None
131,47,茶香閣遺草﹕二卷(清黃婉璚撰),3553,張家榘,題辭,男,None
432,47,茶香閣遺草﹕二卷(清黃婉璚撰),3555,陳元富,題辭,男,suspicious
22,47,茶香閣遺草﹕二卷(清黃婉璚撰),236,黃婉璚,主要作者,女,own
207,47,茶香閣遺草﹕二卷(清黃婉璚撰),339,鄧顯鶴,墓志詺作者,男,None
434,47,茶香閣遺草﹕二卷(清黃婉璚撰),3557,湯蟠,題辭,男,None
435,47,茶香閣遺草﹕二卷(清黃婉璚撰),3558,湯蠖,題辭,男,None
624,47,茶香閣遺草﹕二卷(清黃婉璚撰),3633,周氏(歐陽雨舟妹),輓詞作者,女,suspicious
436,47,茶香閣遺草﹕二卷(清黃婉璚撰),3559,湯彝,題辭,男,None
437,47,茶香閣遺草﹕二卷(清黃婉璚撰),3560,勞崇光,題辭,男,None
438,47,茶香閣遺草﹕二卷(清黃婉璚撰),3561,長啟,題辭,男,None
433,47,茶香閣遺草﹕二卷(清黃婉璚撰),3556,譚錫洪,題辭,男,None
442,47,茶香閣遺草﹕二卷(清黃婉璚撰),338,黃本驥,墓志詺作者,男,從父;伯叔父
413,48,冷紅軒詩集﹕二卷﹐附詞(清百保友蘭撰),145,百保,主要作者,女,own
100,48,冷紅軒詩集﹕二卷﹐附詞(清百保友蘭撰),305,那遜蘭保,序作者,女,None
454,48,冷紅軒詩集﹕二卷﹐附詞(清百保友蘭撰),267,錫縝,題辭,男,None
455,49,冷紅軒詩集﹕二卷﹐附詞(清百保友蘭撰),4434,成厚,校閲,男,None
2562,49,冷紅軒詩集﹕二卷﹐附詞(清百保友蘭撰),7640,錫縝,題辭,男,None
456,49,冷紅軒詩集﹕二卷﹐附詞(清百保友蘭撰),4433,成昌,校閲,男,None
101,49,冷紅軒詩集﹕二卷﹐附詞(清百保友蘭撰),305,那遜蘭保,序作者,女,None
102,49,冷紅軒詩集﹕二卷﹐附詞(清百保友蘭撰),342,崇保,跋作者,男,None
414,49,冷紅軒詩集﹕二卷﹐附詞(清百保友蘭撰),145,百保,主要作者,女,own
198,50,月蕖軒詩草﹕一卷﹐詩餘﹕一卷(清袁鏡蓉撰),350,張金鏞,題辭,男,None
115,50,月蕖軒詩草﹕一卷﹐詩餘﹕一卷(清袁鏡蓉撰),146,袁鏡蓉,主要作者,女,own
116,50,月蕖軒詩草﹕一卷﹐詩餘﹕一卷(清袁鏡蓉撰),343,沈兆霖,序作者,男,None
118,50,月蕖軒詩草﹕一卷﹐詩餘﹕一卷(清袁鏡蓉撰),345,莊仲方,序作者,男,suspicious
119,50,月蕖軒詩草﹕一卷﹐詩餘﹕一卷(清袁鏡蓉撰),346,羅本周,序作者,女,None
117,50,月蕖軒詩草﹕一卷﹐詩餘﹕一卷(清袁鏡蓉撰),344,袁克家,序作者,男,弟
121,50,月蕖軒詩草﹕一卷﹐詩餘﹕一卷(清袁鏡蓉撰),348,蔡振武,跋作者,男,None
122,50,月蕖軒詩草﹕一卷﹐詩餘﹕一卷(清袁鏡蓉撰),349,俞承德,跋作者,男,None
120,50,月蕖軒詩草﹕一卷﹐詩餘﹕一卷(清袁鏡蓉撰),347,莊斅,跋作者,男,女婿
24,51,長真閣集﹕七卷﹐詩餘﹕一卷(清席佩蘭撰),202,席佩蘭,主要作者,女,own
3309,51,長真閣集﹕七卷﹐詩餘﹕一卷(清席佩蘭撰),167,歸懋儀,作者,女,None
3306,51,長真閣集﹕七卷﹐詩餘﹕一卷(清席佩蘭撰),3465,謝翠霞,作者,女,None
3307,51,長真閣集﹕七卷﹐詩餘﹕一卷(清席佩蘭撰),3221,李秀,作者,女,None
430,51,長真閣集﹕七卷﹐詩餘﹕一卷(清席佩蘭撰),263,袁枚,序作者,男,None
3308,51,長真閣集﹕七卷﹐詩餘﹕一卷(清席佩蘭撰),244,屈秉筠,作者,女,None
52,52,絳珠閣繡餘草﹕一卷﹔詩餘﹕一卷(清吳秀珠撰),392,吳箭南,序作者,男,從兄
199,52,絳珠閣繡餘草﹕一卷﹔詩餘﹕一卷(清吳秀珠撰),394,張鴻楠,題辭,男,None
344,52,絳珠閣繡餘草﹕一卷﹔詩餘﹕一卷(清吳秀珠撰),389,吳寶珠,校閲,女,妹
50,52,絳珠閣繡餘草﹕一卷﹔詩餘﹕一卷(清吳秀珠撰),148,吳秀珠,主要作者,女,suspicious
51,52,絳珠閣繡餘草﹕一卷﹔詩餘﹕一卷(清吳秀珠撰),391,吳蘆仙,序作者,男,父
53,52,絳珠閣繡餘草﹕一卷﹔詩餘﹕一卷(清吳秀珠撰),393,蔡玉山,跋作者,男,None
210,52,絳珠閣繡餘草﹕一卷﹔詩餘﹕一卷(清吳秀珠撰),395,董承祺,題辭,男,None
346,52,絳珠閣繡餘草﹕一卷﹔詩餘﹕一卷(清吳秀珠撰),390,吳麟珠,校閲,女,妹
0,53,紉蘭室詩鈔﹕三卷(清嚴永華撰),398,嚴辰,序作者,男,兄
2,53,紉蘭室詩鈔﹕三卷(清嚴永華撰),149,嚴永華,主要作者,女,own
4,53,紉蘭室詩鈔﹕三卷(清嚴永華撰),396,張之萬,序作者,男,None
5,53,紉蘭室詩鈔﹕三卷(清嚴永華撰),397,龔易圖,序作者,男,None
59,53,紉蘭室詩鈔﹕三卷(清嚴永華撰),399,朱福詵,序作者,男,None
479,54,韻香閣詩草﹕一卷(清孔祥淑撰),406,劉樹堂,傳記作者,男,丈夫
109,54,韻香閣詩草﹕一卷(清孔祥淑撰),405,劉印庚,序作者,男,suspicious
108,54,韻香閣詩草﹕一卷(清孔祥淑撰),404,趙實,序作者,男,None
107,54,韻香閣詩草﹕一卷(清孔祥淑撰),403,鄒振岳,序作者,男,None
106,54,韻香閣詩草﹕一卷(清孔祥淑撰),150,孔祥淑,主要作者,女,own
113,55,韻香閣詩草﹕一卷(清孔祥淑撰),407,吳汝綸,序作者,男,None
423,55,韻香閣詩草﹕一卷(清孔祥淑撰),406,劉樹堂,傳記作者,男,丈夫
422,55,韻香閣詩草﹕一卷(清孔祥淑撰),405,劉印庚,序作者,男,suspicious
421,55,韻香閣詩草﹕一卷(清孔祥淑撰),404,趙實,序作者,男,None
420,55,韻香閣詩草﹕一卷(清孔祥淑撰),403,鄒振岳,序作者,男,None
560,55,韻香閣詩草﹕一卷(清孔祥淑撰),150,孔祥淑,主要作者,女,own
58,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),3799,楊錦雯,題辭,男,None
265,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),427,凌德初,題辭,男,suspicious
308,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),424,凌譽,跋作者,男,從父;伯叔父
254,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),425,金繩武,跋作者,男,None
380,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),313,許楣,題辭,男,None
449,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),3828,丁丙,傳記作者,男,丈夫
34,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),199,吳藻,序作者,女,None
448,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),3825,高望曾,序作者,男,None
33,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),421,朱城,序作者,男,母舅
32,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),420,朱智,序作者,男,suspicious
31,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),419,高炳麔,序作者,男,None
30,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),418,魏謙升,序作者,男,None
29,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),417,高學沅,序作者,男,None
28,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),416,于克襄,序作者,男,None
27,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),207,凌祉媛,主要作者,女,own
447,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),345,莊仲方,傳記作者,男,None
35,57,翠螺閣詩詞稾﹕五卷﹐附舞鏡集﹕一卷(清凌祉媛撰),190,關鍈,序作者,女,None
451,58,黛韻樓遺集(清薛紹徽撰),4101,薛裕昆,序作者,男,兄
266,58,黛韻樓遺集(清薛紹徽撰),435,林紓,題辭,男,None
452,58,黛韻樓遺集(清薛紹徽撰),4102,薛嗣徽,序作者,女,姊
453,58,黛韻樓遺集(清薛紹徽撰),4103,嚴復,題辭,男,None
267,58,黛韻樓遺集(清薛紹徽撰),434,陳寶琛,題辭,男,suspicious
36,58,黛韻樓遺集(清薛紹徽撰),430,陳壽彭,序作者,男,丈夫
478,58,黛韻樓遺集(清薛紹徽撰),431,陳鏘,年譜作者,男,子
636,58,黛韻樓遺集(清薛紹徽撰),430,陳壽彭,傳記作者,男,丈夫
637,58,黛韻樓遺集(清薛紹徽撰),432,陳瑩,年譜作者,男,子
638,58,黛韻樓遺集(清薛紹徽撰),433,陳葒,年譜作者,女,女兒
3310,58,黛韻樓遺集(清薛紹徽撰),4102,薛嗣徽,作者,女,姊
389,58,黛韻樓遺集(清薛紹徽撰),278,薛紹徽,主要作者,女,own
1993,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),4536,林開謩,題辭,男,None
238,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),448,郭曾炘,題辭,男,None
2116,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),4537,宋彥颺,題辭,男,None
126,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),154,楊蘊輝,主要作者,女,own
132,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),444,王縉,序作者,男,None
135,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),450,雷飛鵬,跋作者,男,None
127,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),279,謝章鋌,序作者,男,None
134,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),449,馮光遹,跋作者,男,None
133,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),443,張百熙,序作者,男,None
128,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),442,許振褘,序作者,男,None
130,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),446,潘衍桐,序作者,男,None
129,59,吟香室詩草﹕二卷﹐續刻﹕一卷﹐附刻﹕一卷(清楊蘊輝撰),445,廖廷相,序作者,男,None
203,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),205,陳珍瑤,作者,女,None
201,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),195,趙棻,作者,女,None
191,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),254,張友書,作者,女,None
189,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),233,張玉珍,作者,女,None
164,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),456,況周頤,序作者,男,None
443,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),157,李佩金,作者,女,None
1,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),245,季蘭韻,作者,女,own
112,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),200,呂采芝,作者,女,None
163,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),455,王鵬運,序作者,男,None
356,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),202,席佩蘭,作者,女,None
114,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),197,陸蒨,作者,女,None
60,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),162,曹慎儀,作者,女,None
162,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),454,金武祥,序作者,男,None
161,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),306,徐乃昌,编輯,男,None
157,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),177,翁端恩,作者,女,None
111,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),201,陸珊,作者,女,None
204,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),218,儲慧,作者,女,None
208,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),229,鄧瑜,作者,女,None
353,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),199,吳藻,作者,女,None
213,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),214,方彥珍,作者,女,None
288,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),235,錢孟鈿,作者,女,None
289,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),204,錢湘,作者,女,None
375,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),168,徐燦,作者,女,None
291,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),244,屈秉筠,作者,女,suspicious
292,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),247,屈蕙纕,作者,女,suspicious
294,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),227,阮恩灤,作者,女,None
295,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),230,商景蘭,作者,女,None
299,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),258,沈鵲應,作者,女,None
390,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),220,徐元端,作者,女,None
300,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),161,沈善寶,作者,女,None
387,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),237,許誦珠,作者,女,None
376,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),194,許德蘋,作者,女,None
303,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),24,沈纕,作者,女,None
305,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),250,沈宜修,作者,女,None
383,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),234,許淑慧,作者,女,None
307,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),184,沈榛,作者,女,None
311,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),171,蘇穆,作者,女,None
314,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),109,孫蓀意,作者,女,None
317,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),255,孫瑩培,作者,女,None
338,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),228,汪淑娟,作者,女,None
340,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),457,王以敏,題辭,男,None
342,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),222,王貞儀,作者,女,None
345,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),238,吳茝,作者,女,None
349,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),198,吳尚熹,作者,女,None
350,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),42,吳綃,作者,女,None
286,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),241,錢鳳綸,作者,女,None
351,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),256,吳小姑,作者,女,None
284,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),189,錢斐仲,作者,女,None
275,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),257,繆珠蓀,作者,女,None
220,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),216,高佩華,作者,女,None
222,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),231,葛秀英,作者,女,None
224,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),170,葛宜,作者,女,None
226,61,小檀欒室彙刻閨秀詞﹕十集一百種一百卷(清徐乃昌輯),158,顧翎,作者,女,None
