"prID","poetID","regionID"
2119,2579,900
2120,2581,901
2121,2582,390
2122,2583,99
2123,2585,19
3651,2615,1255
2125,2588,99
2126,2589,902
2127,2590,903
2128,2593,904
2129,2594,905
2130,2595,905
2131,2596,906
2132,2597,907
2133,2599,897
2134,2600,908
3265,2608,1137
2136,2609,246
2137,2610,261
2138,2611,261
2139,2612,261
2140,2614,197
2141,2616,909
2142,2617,283
2143,2624,911
2144,2634,913
2145,2636,26
2147,2637,27
2148,2638,27
2149,2645,99
2151,1989,915
2152,2646,99
2153,2647,26
2154,2648,26
2155,2649,99
2156,2650,390
2157,2652,99
2158,2653,27
2159,2654,26
2160,2655,27
2161,2656,26
2162,2657,26
2163,2659,26
2164,2660,19
2165,2661,195
2166,2663,187
2167,2662,916
2168,2639,916
2169,2665,917
2170,2700,918
2171,2694,919
2173,2717,885
2174,2707,921
2175,2720,922
2176,2721,923
3272,4447,146
2178,2727,925
2179,2728,926
2180,477,8
2181,476,8
2182,2736,927
2183,2739,824
2184,352,928
2185,354,140
2186,355,140
3340,337,120
2188,2791,496
3436,2828,491
3438,4119,10
2191,2793,496
3663,2152,997
2193,2806,930
2194,2848,931
2200,2923,528
2198,2903,784
2199,2908,784
2201,2925,528
2202,2926,628
3665,4692,110
2204,2944,628
2205,2952,528
2206,2961,863
2207,2962,528
2208,2970,863
2209,2975,627
2210,2976,629
2211,2989,868
2212,2953,900
2213,2954,900
2214,2955,932
2215,2971,863
2216,2919,933
2217,2927,934
3320,2928,939
2219,2935,934
2220,2932,936
2221,2941,937
2222,2950,938
3234,3968,39
2224,2965,939
2225,2864,940
2226,2221,941
2227,2176,942
2228,2886,943
2229,1997,944
2230,2901,945
2231,2984,946
2232,2986,947
2233,2987,948
2234,2991,949
2235,2992,950
2236,2731,951
2237,2993,952
2238,2994,953
2239,2995,954
2240,2996,955
2241,2997,956
2242,2998,957
2243,2999,958
2244,3001,959
2245,3002,960
2246,3006,830
3646,2186,1253
2249,3040,116
2250,3042,212
2251,3078,773
2252,3097,856
2253,3102,860
3264,3113,1136
2255,3121,907
2256,3007,961
2257,3031,962
2258,3089,963
2259,3090,964
2260,3092,965
2261,3093,966
2262,3094,967
2263,3101,968
2264,3103,969
2265,3104,970
2266,3105,971
2267,3108,972
2268,3111,973
2269,3112,974
2270,3114,975
2271,3115,976
2272,3116,976
2273,3120,935
2274,3123,977
2275,3124,978
2276,3125,979
3216,3033,980
2278,3036,981
2279,3010,982
2280,3014,983
2281,3017,984
2282,3019,985
2283,3020,986
2284,3021,987
2285,3022,988
2286,3025,989
2287,3027,990
2288,3074,991
2289,3077,992
2290,3079,993
2291,3080,994
2292,3081,995
2293,3082,996
3459,2199,1174
2295,3024,998
2296,3059,999
2297,3060,1000
2298,3061,1001
2299,3062,1002
2300,3064,1003
2301,3065,1004
2302,3071,1005
2303,3037,1006
2304,3039,1007
2305,3053,1008
2306,3057,1009
2307,3056,1010
2308,3051,1011
2310,3043,1013
2311,3044,1014
2312,3048,1015
2313,3049,1016
2314,3132,153
2581,3337,187
2322,3135,627
2317,3145,629
2318,3152,978
2319,3166,93
2320,3171,401
2321,3174,396
2323,3176,259
2324,3180,110
2325,3181,298
2326,3183,217
2327,3184,308
2328,3191,122
2329,3196,178
3271,3136,280
2332,950,25
2333,3249,93
2334,3253,496
2335,3296,476
2336,3143,1017
2337,3144,1018
2338,3146,1019
2339,3147,1020
2340,3148,1021
2341,3150,1022
2342,3153,1023
2343,3156,1024
2344,3157,1025
2345,3158,1026
2346,3307,1026
2347,3163,1027
2348,3165,1028
2349,3167,1029
2350,3269,1030
2351,3277,1031
2352,3175,197
2353,3168,1032
2354,3185,1033
2355,3188,1034
2356,3189,451
2357,3197,1036
2358,3198,1037
2359,3199,1038
2360,3280,1039
2361,3266,1040
2362,3258,1041
2363,3302,1042
2364,3303,1043
2365,3305,1044
2366,3304,1045
2367,3306,1046
2368,3208,1047
2369,3205,1048
2370,3212,1049
2371,3215,1050
2373,3221,1051
2374,3251,1052
3424,3353,72
2376,3252,1053
3425,3241,41
2378,3254,1055
2379,3294,1056
2380,3295,1057
2381,3299,1058
2382,2000,1059
2383,2026,1060
2384,3228,1061
2385,3229,1062
2386,3230,1063
2387,3238,1064
2388,3264,1065
2389,3284,1066
2390,3240,1067
2391,3313,39
2392,3314,187
2393,3315,93
2394,3317,25
2395,3318,110
2396,3328,217
2397,3327,10
2398,3329,456
2399,3330,39
2400,1993,1068
2401,3351,93
2402,3367,187
2403,3369,120
2742,2020,1099
2405,3390,110
2406,3398,399
2407,391,168
2410,3407,250
3260,2701,497
2412,3406,122
2413,3420,10
2414,3423,39
2415,3429,25
2416,3434,25
2417,3438,132
2418,3442,110
2420,3448,249
2421,3452,206
3209,3615,25
2423,1581,437
2424,3459,87
2425,3462,18
2426,3467,187
2427,3469,93
2428,3474,629
2429,3481,206
2430,3491,39
2431,3494,361
2432,2698,1071
3511,4586,1185
2434,3513,10
2435,3553,57
2436,3554,259
2437,3555,120
2438,3556,32
2439,3557,302
2440,3558,302
2441,3559,302
2442,3560,302
6328,3561,113
2444,3562,120
2445,3563,160
2447,3575,165
2448,3576,97
3513,4587,629
2450,3587,121
2451,3588,64
2452,3589,93
2453,3590,141
2454,3593,110
2455,3594,110
2456,3596,308
2457,3598,75
2458,3599,64
2459,3600,150
2460,3601,72
2461,3603,75
2462,3605,150
2463,3533,18
2464,3606,1072
2465,3608,149
2466,3609,212
2467,3610,110
2468,3611,39
2469,3612,110
2470,3613,240
2471,3616,48
2472,3617,43
2473,3618,43
2474,3619,43
2475,3621,97
2476,3623,313
2477,3624,48
2478,3635,72
2479,3636,110
2480,3637,73
2481,3638,337
2482,3639,178
2483,3640,76
2484,3641,132
2485,3642,25
2486,3643,60
2487,3586,25
2488,3646,110
2489,3647,97
2490,3649,120
2491,3651,10
2492,3652,110
2493,3653,25
2494,3655,25
2495,3656,84
2496,3657,803
2497,3659,302
3512,4588,629
2499,3662,88
2500,3663,10
2501,3664,110
2502,3669,225
2503,3670,110
2504,3671,140
2505,3672,97
3435,4004,176
2507,3676,187
2508,3677,371
2509,3679,225
2510,3644,300
2511,3680,225
2512,3681,18
2513,3682,250
2514,3683,64
2515,3685,84
2516,3686,196
2517,3687,1073
2518,3688,76
2519,3689,204
2520,3690,381
2521,3691,87
2522,3692,1074
2523,3693,110
2524,3694,25
2525,3695,250
3662,974,110
2527,3697,629
2528,3698,97
2529,3699,208
2530,3700,70
2910,4103,26
2532,3702,10
2533,3703,72
2534,3704,110
2535,3705,10
2536,3706,94
2537,3707,83
2538,3708,798
2539,3709,371
2540,3710,110
2541,3711,76
2542,3712,94
2543,3725,18
2544,3726,192
2545,3727,58
2546,3728,110
2547,3729,50
2548,3730,72
3644,2323,809
2550,3732,149
2551,3733,122
2552,3735,10
2553,3736,150
2554,3737,120
2555,3741,18
2556,3742,221
2557,3743,75
2558,3744,64
2559,3745,319
2560,3746,97
2561,3747,132
2562,3748,144
2563,3749,72
2564,3752,10
2565,3753,10
2566,3754,10
2567,3755,87
2568,3758,92
2570,3751,173
2571,3750,1076
2572,3756,1077
2573,3757,1078
2574,3628,252
2575,3625,448
2576,3633,448
3150,3534,84
2579,457,290
2580,3592,1081
2741,2022,1098
2585,3762,18
2586,333,18
2587,3391,319
2590,3484,900
3508,3465,250
2592,3521,120
2593,3546,132
3359,420,10
2596,416,1083
2597,417,10
2598,3193,304
2599,3519,72
2600,3403,39
2601,3511,250
2602,3525,167
2603,3388,629
3454,3289,471
2629,3764,118
2607,3739,121
2608,3504,173
2609,3490,110
2610,3570,64
2611,2278,124
2613,3357,110
2614,3427,121
2618,421,10
2616,3381,977
2619,3380,977
2620,3471,1085
2621,3379,83
2622,3466,1086
2625,2695,1088
2626,2705,1089
2630,3766,110
2631,3767,70
2632,3770,48
2633,3771,10
2634,3772,313
2635,3773,25
2636,3774,10
2637,3775,176
2638,3779,25
2639,3780,10
2640,3781,197
2641,3782,1091
2642,3783,88
2643,3784,10
2644,3785,25
2645,3786,110
2646,3787,308
2647,3788,10
2648,3789,63
2649,3790,10
2650,3791,25
2651,3792,10
2652,3793,1092
2653,3794,10
2654,3795,110
2655,3796,25
2656,3798,48
2657,3797,110
2658,3799,10
2659,3800,374
2660,3802,110
2661,3804,36
2662,3805,10
2663,3806,25
2664,3807,10
2665,3808,10
2666,2021,1093
2667,3820,10
2668,3568,110
2669,3658,10
2670,3821,10
2671,3822,110
2672,3823,110
3453,2485,30
2674,424,110
2675,3825,10
2676,3826,38
2677,3827,38
2678,3828,110
2679,2483,431
2680,2542,431
2681,2541,431
2682,2543,431
2683,425,110
2684,3833,57
2685,3834,57
2686,3835,141
2687,2584,19
2688,3838,798
2689,3839,798
2690,3840,259
2691,3841,259
2692,3848,48
2693,3849,290
2694,3852,99
2695,3853,437
2696,3854,110
2697,3855,110
2698,3856,26
2699,3857,110
2700,3858,10
2701,3859,798
2702,3860,291
2703,3861,378
2704,3862,128
2705,3863,128
2706,3865,128
2707,3866,38
2708,3867,38
2709,3868,38
2710,3869,48
2711,3870,39
3642,3265,1250
2713,3872,18
2714,3873,18
2715,3874,18
2716,3875,176
2717,3876,110
2718,3877,10
2719,3878,219
2720,3880,83
2721,3881,83
2722,3882,176
2723,3456,110
2724,3885,48
2725,3887,56
2726,3888,39
2727,3889,110
2728,3890,63
2729,1409,10
2730,3893,176
2731,3894,10
3328,448,26
2733,3897,176
2734,3898,25
2735,3899,26
2736,3832,1095
2739,3830,1096
2740,3850,1097
2744,479,108
2745,3900,132
2746,3901,110
2747,3907,110
2748,3908,110
2749,3909,110
2750,3910,110
2751,3911,110
2752,3912,110
2753,3913,110
3450,4568,10
2755,3915,150
2756,3916,110
2757,3918,10
2758,3919,353
2759,3920,219
2760,3921,1076
2761,3923,441
2762,3924,323
2763,3925,1076
3313,3928,57
2765,3930,160
3314,3929,57
3400,3935,120
2768,3936,187
2769,3940,120
3410,129,1167
2771,3944,76
2772,3945,176
2773,3953,16
2774,3954,133
2775,3955,223
2776,3547,206
2777,3138,1101
2778,3956,108
3273,4446,184
2780,2008,1102
3339,336,132
2782,3964,304
2784,3966,110
2785,2015,1103
2787,2012,1093
2788,3969,10
2789,3970,110
2790,3542,110
2791,3971,58
3213,3972,629
2793,3973,110
2794,3974,176
2795,3975,10
2796,3976,176
3184,3977,629
2798,3978,454
2799,3979,365
2800,3980,365
3446,1060,302
2802,3982,337
2803,3984,149
2804,3985,176
2805,3987,225
3449,3937,10
2807,3989,201
2808,3990,245
2809,3991,173
2913,4105,110
2811,75,343
2812,3996,225
3634,3895,176
2814,3999,176
2815,4000,110
2816,4005,63
2817,4006,25
2818,4007,120
2819,4008,1076
2820,4009,1076
2821,3505,132
2822,4011,39
2823,4012,48
2824,4013,212
2825,3248,110
2826,4014,176
2827,4015,110
2828,4016,110
2829,4017,176
2830,4018,75
2831,4019,75
2832,4020,143
2834,4021,313
3108,4416,66
2836,4023,256
6548,8254,458
2838,4025,113
2839,4026,10
2840,4027,176
2841,4028,10
2842,4029,176
2843,4030,110
2844,4032,110
2845,4033,10
3249,4353,306
2847,4035,25
2848,4036,308
2849,4037,18
2850,4038,133
2851,4039,140
2852,4040,217
2853,4041,217
2854,4042,110
2855,4044,302
2856,4045,1105
2857,3564,302
2858,4047,319
2859,4048,352
2860,1209,93
3171,3483,316
2862,4050,66
3409,4051,25
2864,4052,141
2865,4053,173
2866,4054,93
2867,4055,48
2868,4056,110
2869,4057,110
2870,4058,10
2871,4059,10
2872,4060,176
2873,4061,176
2874,3567,10
2875,4062,10
2876,4063,302
2877,4064,57
2878,4065,57
2879,4066,290
2880,4067,437
2881,4068,48
2882,3524,48
2883,4069,275
2884,4070,150
2885,4071,150
2886,4072,25
2887,4073,183
2888,4074,173
2889,4075,18
2890,4076,48
2891,4078,1106
3444,4440,10
2893,4081,84
2894,4082,110
2895,4083,1107
2896,4084,76
2897,4085,346
2898,4086,217
2899,4087,39
2900,4088,176
2901,4089,39
2902,4090,110
2903,4091,322
2904,4092,141
3175,4093,627
2906,4094,93
3442,1968,363
2911,4104,26
2914,4106,176
2915,4107,176
2916,4108,110
2917,4110,10
2918,4112,68
3203,4441,110
2920,4114,176
2921,4115,176
2922,4120,176
2923,4121,133
2924,4122,173
2925,4123,173
2926,4124,25
2927,4125,121
2928,4126,176
3212,4010,1076
2930,4128,176
2931,4129,418
2932,4130,176
2933,4131,10
2934,4132,121
2935,4133,18
2936,4134,110
2937,4136,110
2938,4137,223
2939,4138,10
2940,4139,110
2941,4140,176
2942,4141,97
2943,4143,176
2944,4144,176
2945,381,10
2946,4146,25
2947,3133,153
2948,3819,153
2949,491,28
2951,4147,48
2952,4148,127
2953,4149,50
2954,4150,176
2955,4153,110
2956,3371,150
2957,4154,10
2958,4156,10
3441,4427,1133
2960,4158,110
2961,4159,121
2962,4160,176
2963,4161,250
2964,4162,110
2965,4163,176
3481,4589,120
2968,4166,75
2969,4168,63
2970,4169,10
2971,4170,10
2972,4171,25
2974,4172,149
2975,4173,217
2976,4174,93
2977,4175,352
2978,4176,39
2979,4178,187
2980,4179,10
2981,4180,176
2982,4181,110
2983,4182,4
2984,4183,202
3298,3815,374
2986,4185,38
2987,4186,57
2988,4187,202
2989,4188,57
2990,4189,38
2991,4190,70
2992,4191,16
2993,4192,176
2994,4193,58
2995,4194,187
2996,4195,176
2997,4196,110
2998,4197,75
2999,4198,39
3000,4201,66
3001,4202,48
3002,4203,56
3205,4443,16
3004,4205,16
3005,4206,176
3006,4207,176
3007,4208,10
3008,3482,132
3009,4210,39
3010,4212,176
3233,3967,110
3012,4214,223
3013,4215,25
3014,4216,149
3015,4217,120
3016,4218,72
3440,4560,346
3018,4220,10
3019,4221,110
3020,4222,50
3021,4223,191
3022,4224,72
3023,4225,48
3024,4226,132
3025,4227,30
3026,4228,58
3027,4229,308
3028,4230,1097
3029,4231,1097
3030,4232,150
3031,4233,150
3032,4235,149
3033,4239,48
3034,4240,206
3035,4241,187
3036,4242,275
3037,4243,25
3038,4244,58
3039,4245,58
3439,4559,346
3041,4249,48
3403,4250,58
3043,4254,56
3044,4255,64
3045,4256,64
3046,3361,76
3047,4257,18
3048,4258,58
3207,3537,306
3050,3382,48
3480,4557,10
3052,4264,167
3455,4573,628
3054,4177,1108
3055,4259,1108
3056,4111,1109
3057,4135,1110
3058,2547,1111
3059,4145,1112
3060,4238,1113
3261,2921,1134
3062,4261,1115
3063,4248,1116
3064,4266,269
3065,4269,153
3066,4272,50
3247,2175,1129
3070,3577,83
3391,266,1151
3072,265,84
3388,267,1161
3076,4291,43
3077,4295,84
3078,4298,224
3079,4303,333
3080,4305,318
3081,4306,73
3082,4308,190
3083,4310,132
3084,342,111
3085,4318,183
3086,4320,183
3087,4347,176
3088,4368,372
3089,4373,346
3090,4374,220
3091,4376,19
3092,4381,294
3093,4383,295
3094,4384,187
3095,4386,190
3096,4390,319
3097,4394,28
3098,1969,461
3099,4396,64
3100,4400,25
3101,4403,10
3102,4404,25
3103,4406,41
3104,4408,110
3105,4409,1118
3106,4411,1109
3107,4410,1109
3244,4418,798
3245,4419,798
3111,4420,329
3112,4431,16
3113,4379,1119
3235,3939,72
3115,4434,111
3116,4433,111
3117,350,275
3118,343,110
3119,347,63
3120,346,84
3121,3631,84
3125,377,173
3126,380,10
3127,1965,371
3129,3941,30
3130,3922,1076
3131,3879,323
3132,4209,10
3133,4152,132
3134,4095,93
3135,4031,928
3136,4077,150
3137,4117,176
3138,4359,280
3139,3884,110
3140,3883,110
3142,3440,235
3143,4118,176
3144,4151,176
3145,4200,18
3146,1963,1120
3147,3336,39
3148,3566,187
3149,3426,39
3151,2640,27
3152,2643,27
3153,2644,27
3154,3356,48
3155,2255,26
3156,3455,79
3157,4046,302
3159,1399,25
3160,326,16
3164,4424,245
3165,3389,217
3166,3386,76
3167,3316,187
3168,3487,48
3169,3488,48
3172,3355,361
3173,3545,121
3174,3178,627
3208,3347,48
3177,3580,1074
3178,3526,93
3180,3997,225
3181,3468,63
3182,4167,75
3183,3435,121
3185,4099,10
3186,3530,228
3187,4003,110
3188,4002,110
3189,4109,110
3190,3578,25
3191,4043,110
3192,3531,110
3194,3495,10
3195,184,1122
3198,3831,1096
3199,4100,928
3200,3906,110
3206,3326,140
3214,3574,110
3215,4199,217
3217,2273,26
3219,3385,48
3220,3173,136
3221,3182,48
3222,3579,25
3223,3378,631
3224,3528,120
3225,3983,110
3226,3927,441
3227,4237,258
3228,4280,1125
3229,3414,1126
3230,3190,10
3236,3933,160
3237,3932,160
3238,3934,160
3239,3931,160
3240,4288,1127
3241,4405,1128
3274,4445,93
3275,3186,420
3641,2006,1139
3277,3322,58
3280,4449,150
3281,360,140
3282,362,140
3283,359,140
3284,366,173
3285,369,110
3286,370,110
3287,372,1140
3288,375,1141
3289,378,1142
3290,382,10
3291,2136,1143
3292,2141,16
3296,2641,27
3297,492,84
3494,4270,1172
3495,4271,1172
3301,4246,58
3411,3460,120
3303,4312,323
3304,4313,323
3305,2032,1137
3306,328,31
3307,3396,168
3308,394,58
3309,3400,168
3310,3399,168
3311,3397,168
3312,1611,110
3315,4399,150
3319,2165,1145
3318,3072,1145
3321,2974,970
3322,2946,1146
3324,334,110
3325,335,144
3393,3522,361
3332,4484,97
3333,4499,206
3378,315,1081
3335,320,64
3336,321,64
3337,322,64
3341,348,10
3342,349,63
3344,398,122
3345,399,76
3346,401,189
3347,403,293
3348,404,41
3349,405,72
3350,406,1147
3351,442,31
3352,408,25
3353,411,25
3354,413,25
3355,412,25
3356,414,48
3357,4542,68
3358,419,110
3360,437,811
3361,443,437
3362,444,195
3363,449,64
3364,459,88
3366,461,176
3367,462,18
3368,465,64
3369,483,48
3370,484,25
3371,485,25
3372,486,48
3387,501,1160
3374,495,113
3380,3362,811
3389,546,1162
3397,3814,1163
3395,2979,900
3398,3458,25
3399,2393,1164
3401,4116,176
3402,4211,1165
3404,3376,1166
3407,4236,258
3408,3443,89
3415,3437,194
3417,4328,1170
3418,2642,27
3419,3837,1171
3421,2922,1172
3422,4562,831
3423,4561,1054
3426,4455,811
3432,4079,1142
3487,3454,1181
3451,4569,97
3452,4570,10
3457,4574,43
3667,4697,275
3460,4575,99
3470,4581,64
3462,4576,99
3463,4580,72
3464,3298,1176
3465,2532,1177
3466,3243,48
3467,3246,48
3468,3245,48
3469,3244,48
3471,3405,110
3472,3404,1178
3474,4592,176
3475,4578,108
3477,4585,628
3479,4582,628
3482,4428,339
3483,3366,187
3484,4624,173
3488,4627,140
3489,3516,459
3490,3520,1137
3491,4532,1182
3492,4603,110
3493,4623,10
3496,4479,45
3497,3582,64
3498,3581,64
3502,4413,269
3501,4412,269
3503,4462,48
3504,4633,110
3505,3436,1183
3507,3503,41
3514,2671,321
3515,3339,18
3516,3383,89
3517,3430,93
3518,4296,1144
3519,3476,93
3520,4337,1186
3521,4253,113
3522,2977,1134
3523,3428,25
3524,3480,1120
3525,3340,347
3526,4294,1142
3527,4369,329
3528,4252,111
3529,3512,173
3531,2468,936
3532,3255,1188
3533,3425,60
3534,2239,1189
3535,4365,75
3536,3047,1087
3537,2410,455
3539,3161,113
3540,2019,1191
3541,2498,1190
3542,4503,190
3543,3279,113
3544,1348,1192
3545,3041,113
3546,4358,19
3547,3645,196
3548,3415,1126
3549,3457,150
3550,3130,1193
3551,3160,1194
3552,2613,113
3553,3170,1195
3554,2982,321
3555,2493,1196
3556,2983,321
3557,2497,1197
3558,2500,1198
3559,2505,1199
3560,2635,27
3561,2737,1200
3562,1374,113
3563,4049,1192
3564,1531,113
3565,1883,58
3566,2518,496
3567,668,113
3568,3523,1201
3569,2924,1202
3570,2929,1203
3571,2930,1204
3572,3096,1205
3573,3099,1206
3574,3128,1207
3575,3278,1194
3576,3384,1208
3577,2478,1209
3578,2934,1210
3579,2958,1204
3580,4282,1211
3581,4285,1212
3582,4297,1213
3583,4325,1215
3584,4331,1214
3585,4335,1216
3586,4336,1186
3587,4338,1217
3588,4339,1218
3589,4611,1219
3590,4340,1220
3591,4341,1221
3592,3321,58
3593,2285,195
3594,3247,1126
3596,4278,363
3597,2460,784
3598,4632,132
3599,4352,189
3600,4393,160
3601,1655,1192
3602,3424,449
3603,3961,1222
3604,3994,1223
3605,4273,1224
3606,4279,1225
3607,4314,1226
3608,4342,1227
3609,4344,1214
3610,4346,1228
3611,4354,1229
3612,4377,1230
3613,4430,1231
3614,2459,1232
3615,2463,1233
3616,2464,1234
3617,2466,1235
3618,2563,1236
3619,2443,1237
3620,2559,1238
3621,2882,1239
3622,3091,1240
3623,3257,1237
3624,2421,1242
3625,2422,1243
3626,4640,1244
3627,2423,1245
3628,2043,1246
3629,3226,1247
3630,3239,1248
3631,4407,1249
3632,3532,938
3633,3713,628
3635,3149,1134
3636,2488,113
3637,3110,1134
3638,3943,110
3639,3565,217
3647,3055,1254
3650,2586,99
3652,3816,1256
3653,3817,1256
3654,2418,1257
3655,4642,381
3656,4643,97
3657,4644,18
3658,4645,18
3659,4646,108
3660,4650,62
3669,4698,176
3670,4699,275
3671,4674,1258
3672,4702,10
3673,4663,108
3674,4634,48
3675,4710,75
3676,4600,132
3677,4675,10
3678,4676,108
3679,4734,87
3680,1980,18
3681,3716,63
3682,3718,150
3683,3719,120
3684,3722,110
3685,3721,26
3686,4756,2
3687,4800,16
3688,4786,16
3689,4803,110
3690,4792,337
3691,4815,57
3692,4788,108
3693,4791,108
3694,4793,108
3695,4794,108
3696,4795,108
3697,4796,108
3698,4789,108
3699,4831,43
3700,4832,64
3701,4833,279
3702,4834,64
3703,4814,64
3704,4835,93
3705,4837,191
3706,4838,64
3707,4839,64
3708,4840,64
3709,4843,337
3710,4844,64
3711,4845,64
3712,4846,18
3713,4847,18
3716,4849,18
3715,4848,150
3718,4850,140
3719,4851,165
3720,4852,43
3721,4853,18
3722,4854,64
3723,4855,1109
3724,4857,48
3725,4858,48
3726,4865,48
3727,4866,64
3728,4867,64
3729,4868,64
3730,4869,64
3731,4870,64
3732,4871,64
6178,4872,72
3735,4874,250
3736,4875,48
6179,4876,132
6180,4878,132
6181,4879,132
3740,4880,205
3741,4881,39
3742,4882,64
3743,4713,437
3744,4885,64
3745,4886,371
6308,4903,257
3747,4888,64
3748,4889,48
3749,4890,120
3776,5586,816
3751,4714,437
3752,4715,160
3753,4883,437
3754,4942,1260
3755,4898,64
3756,4860,64
3757,4973,779
3758,4977,329
3759,4978,1137
3760,4948,321
3761,4949,1084
3951,5965,132
3763,4943,269
3764,4944,192
3765,4945,97
3766,4947,97
3767,4946,64
3768,4704,110
3769,4722,72
3771,4960,1137
3772,5583,83
3773,5584,2
3774,5585,165
3775,4636,64
3777,5587,84
3778,5590,374
3779,5591,437
3780,4940,108
3781,2725,1261
3783,5776,133
3784,5777,133
3785,5778,171
3786,5781,437
3787,5783,165
3788,5786,165
3789,5788,165
3790,5789,366
3791,5790,366
3792,5791,366
3793,5792,366
3794,5793,371
3796,5794,10
3797,5759,150
3799,5769,150
3800,5763,83
3801,5764,83
3802,5798,57
3803,5799,176
3804,5800,118
3805,5801,1124
3806,5802,140
3807,5803,121
3808,5804,88
3809,5805,111
3810,5807,10
3949,5808,122
3812,5809,75
3813,5810,110
3814,5811,110
3950,5962,108
3816,5813,64
3817,5814,110
3818,5815,110
3819,5816,140
3820,5819,132
3821,5822,150
3822,5828,142
3823,5829,18
3824,5830,1037
3825,5831,441
3826,5832,374
3827,5833,70
3828,5834,84
3829,5835,84
3830,5836,88
3831,5837,88
3832,5838,75
3833,5839,275
3834,5840,275
3835,5841,275
3836,5842,275
3948,5823,1207
3838,5844,1118
3839,5845,255
3840,5846,84
3841,5847,84
3842,5848,50
3843,5849,410
3844,5850,255
3845,5853,171
3846,5854,374
3847,5855,84
3848,5856,865
3849,5857,304
3957,5973,38
3851,5859,121
3852,5860,122
3853,5861,122
3854,5862,75
3855,5863,269
3856,5864,269
3857,5865,60
3858,5866,187
3859,5867,187
3860,5868,141
3861,5869,10
3954,5968,132
3952,5966,225
3953,5967,132
3947,5827,142
3866,5875,171
3867,5876,64
3868,5877,10
3869,5878,88
3870,5879,122
3871,5880,269
3872,5881,275
3873,5882,275
3874,5883,60
3875,5884,76
3876,5885,192
3877,5886,187
3878,5887,187
3879,5888,10
3880,5889,110
3881,5890,171
3882,5891,171
3883,5892,84
3884,5893,50
3885,5894,50
3886,5895,50
3887,5896,383
3888,5897,121
3889,5898,269
3890,5899,275
3891,5900,275
3892,5901,275
3893,5902,275
3894,5903,60
3895,5904,76
3896,5905,63
3897,5906,110
3898,5907,110
3899,5908,133
3900,5909,269
3901,5910,76
3902,5911,63
3903,5912,60
3904,5913,110
3905,5914,187
3906,5915,76
3958,5976,132
4885,6428,928
3909,5918,25
3910,5919,187
3911,5920,374
3912,5921,84
3913,5922,110
3914,5923,206
3915,5924,187
3916,5926,36
3917,5927,84
3918,5928,10
3919,5929,36
3920,5930,176
3956,5970,122
3923,5933,93
6546,5969,84
3925,5935,121
3926,5936,165
3927,5937,1249
3928,5938,18
3929,5939,75
3930,5940,64
3931,5941,75
6718,5942,191
3933,5944,366
3934,5945,75
3935,5951,171
3936,5952,250
5500,7084,424
3938,5954,18
3939,5955,18
3940,5956,10
3941,5957,1140
3942,5958,18
3943,5959,183
3944,5960,147
3959,5977,225
3960,5978,225
3961,5979,414
3963,5980,189
3964,5981,1117
3965,5982,208
3966,5983,414
3967,5984,308
3968,5985,189
3969,5986,414
3970,5987,84
3972,5989,26
3973,5990,68
3974,5991,68
3975,5992,225
3976,5993,225
3977,5994,239
3978,5995,258
3979,5996,144
3980,5997,273
3981,5998,48
3982,5999,93
3983,6000,72
3984,6001,239
3985,6002,225
3986,6006,225
3987,6007,225
3988,6008,225
3989,6009,225
3990,6010,2
3991,6011,2
3994,6014,62
6562,6017,308
3996,6018,68
3997,6020,254
3998,6021,154
3999,6023,192
4000,6024,208
4001,6022,132
4002,6026,132
4003,6028,389
4004,6029,16
4006,6030,313
4007,6031,60
4008,6032,1147
4009,6033,50
4010,6035,250
4011,6036,167
4012,6037,60
4013,6038,1140
4014,6039,50
4015,6040,286
4016,6041,88
4017,6043,64
4018,6044,88
4019,6045,88
4075,6046,83
4021,6047,83
4022,6048,110
4023,6049,50
5655,7207,168
4025,6050,84
4026,6052,233
4027,6053,50
4028,6054,50
4029,6055,50
4030,6056,18
4031,6057,1249
5854,6058,26
4033,6059,64
4034,6060,165
4035,6061,64
4036,6062,187
4037,6063,64
4038,6064,371
4039,6065,93
4040,6066,935
4041,6068,191
4042,6069,187
4043,3724,206
4044,6070,58
4045,6071,122
4046,6073,173
4047,6074,10
4048,6075,217
4049,6076,88
4050,6078,358
4051,6080,25
4052,6083,50
4053,6084,1207
4054,6086,1211
4055,6087,108
4056,6088,16
4057,6089,430
4058,6090,183
4060,6092,120
4061,6093,414
4063,6095,58
4064,6096,187
4065,6097,10
4067,6099,384
4068,6100,319
4069,6101,1262
4070,6102,173
4071,6103,16
4072,6104,84
4073,6105,50
4074,6106,110
4076,6108,93
4077,6109,64
4078,6110,141
4079,6111,18
4080,6112,217
4081,6113,141
4082,6114,93
4083,6115,141
4084,6116,93
4085,6117,10
4086,6118,93
4087,6119,335
4088,6120,302
4089,6121,25
4090,6122,93
4091,6123,93
4092,6124,93
4093,6125,60
4094,6126,824
4095,6127,93
4096,6128,48
4097,6129,48
4098,6130,60
4099,6131,93
4100,6132,93
4101,6133,48
4102,6134,118
4103,5713,70
4104,6135,212
4105,6136,48
4106,6137,25
4107,6139,93
4108,6140,93
4109,6141,56
4110,6142,165
4111,6143,165
4112,6144,165
4113,6145,165
4114,6146,50
4115,6147,84
4116,6148,410
4117,6149,300
4118,6150,93
4119,6151,84
4120,6152,50
4121,6153,111
4122,6154,50
