"prID","poetID","regionID"
4123,6155,84
4124,6156,1263
4125,6157,50
4126,6158,50
4127,6159,10
4128,6160,25
4129,6161,25
4130,6162,374
4131,6163,318
4132,6164,191
4133,6165,45
4134,6166,258
4135,6167,1264
4136,6168,50
4137,6169,50
4138,6172,450
4140,6173,1249
4141,6174,1249
4142,6175,1249
4143,6176,92
4144,6177,92
4145,6178,92
4146,6179,76
4147,6180,346
4148,6181,1142
4149,6187,1178
4151,6192,208
4152,6193,1263
4153,6194,1118
4169,6195,87
4155,6196,142
4156,6197,1147
4157,6198,142
4158,6201,64
4159,6203,202
4160,6205,133
4161,6207,1213
4162,6208,108
4163,6209,156
4164,6210,50
4165,6211,133
4166,6212,202
4167,6213,187
4170,6216,1118
4171,6220,225
4172,6221,225
4173,6222,195
4174,6224,316
4176,6229,414
4177,4284,148
4178,5035,329
4179,4953,18
4180,4955,110
4181,4958,50
4183,4777,124
4184,5381,374
4185,5240,50
4186,5376,110
4188,2960,942
4189,2208,1265
4190,2224,778
4191,2888,583
4192,2217,1266
4193,2847,787
4194,2889,569
4195,2942,1172
4199,2956,526
4200,2937,1137
4201,2916,247
4203,2906,988
4204,2900,812
4205,2843,795
4206,2788,1267
4207,2980,321
4208,2981,321
4209,597,1268
4210,2794,1269
4211,2062,837
4212,2074,1004
4213,2066,496
4214,2968,132
4215,2966,132
4216,2963,1265
4217,2938,190
4218,2206,1270
4219,2183,985
4221,2893,1271
4222,2162,787
4223,2161,787
4225,2892,587
4226,2890,635
4227,2180,1272
4228,2169,1273
4229,4957,84
4230,1264,1084
4689,5039,1334
4232,4693,1265
4688,5040,1333
4234,2844,1274
4235,2839,1054
4236,2818,496
4237,3331,496
4238,2115,496
4240,2100,1275
4241,2799,490
4242,2945,1137
4243,2891,787
4244,5041,287
4245,5046,1215
4246,5047,896
4247,5053,970
4248,2917,247
4249,5056,1205
4250,5058,1035
4251,5061,938
4252,6230,93
4254,2732,1276
4255,2038,496
4256,2931,854
4257,6232,358
4258,6233,83
4259,5130,1204
4260,5131,1205
4261,5133,901
4262,5134,970
4263,5136,1137
4264,5503,110
4265,5137,1172
4266,5140,1137
4267,5141,936
4269,5143,20
4270,2978,629
4271,2933,346
4272,3365,942
4273,2972,629
4274,2969,863
4275,2762,1090
4276,3393,933
4277,3395,812
4278,2761,1277
4279,4435,1126
4280,3761,1278
4281,2009,1279
4282,2013,926
4283,5081,900
4284,5504,324
4285,5082,528
4286,5084,1137
4287,5086,857
4288,5088,524
4289,5091,528
4290,5093,1192
4291,5014,1119
4292,5089,901
4293,5508,901
4294,5092,901
4295,5095,63
4296,5097,89
4297,5098,67
4298,5099,900
4299,5105,863
4300,5107,627
4301,5466,627
4302,5509,627
4303,5112,329
4304,5113,10
4305,5114,628
4306,5115,10
4307,5116,1085
4308,5042,933
4687,5044,1332
4310,4954,1265
4311,5500,1280
4312,4956,896
4313,5510,627
4314,5165,58
4315,5166,1096
4316,5204,1205
4317,5205,1096
4318,5207,1122
4319,5209,1137
4320,5218,110
4321,5220,1172
4322,5062,936
4323,5063,18
4324,5068,900
4325,4720,631
4326,5070,165
4327,5071,50
4328,3489,97
4329,5145,227
4330,5511,1035
4331,5149,84
4332,5515,66
4333,5516,206
4334,5517,970
4335,5518,50
4336,5152,110
4337,5155,50
4338,5157,50
4339,5159,50
4340,5163,175
4341,5164,165
4342,5168,165
4343,5169,18
4344,5172,72
4345,5174,798
4346,5176,1172
4347,5180,1172
4348,5181,93
4349,5184,39
4350,5187,63
4351,5189,172
4352,5191,110
4353,5192,854
4354,5197,865
4355,5198,329
4356,5201,803
4357,5202,84
4358,5203,50
4359,5211,50
4360,5213,1137
4361,5214,50
4362,5359,84
4363,5054,1172
4364,5219,135
6719,8432,225
4366,5224,10
4367,5225,10
4368,5226,10
4369,5227,58
4370,5228,939
4371,5048,795
4372,4770,795
4373,5229,50
4374,5230,84
4375,5231,50
4376,5232,346
4377,5236,171
4378,5237,306
4379,5239,50
4380,5241,306
4381,5242,84
4382,5243,132
4383,5076,132
4384,5175,132
4385,5153,1137
4386,5245,50
4387,5317,84
4388,5319,171
4389,5320,171
4390,5322,28
4391,5160,1172
4392,5499,629
4393,5100,629
4394,5069,629
4395,5146,306
4396,5323,329
4397,5324,329
4398,5326,803
4399,5328,50
4400,5329,279
4401,5330,1076
4402,5331,1211
4403,5332,374
4404,5333,100
4405,5334,10
4406,5335,110
4407,5336,73
4408,5337,110
4409,5338,389
4410,5345,1137
4411,3607,526
4412,4490,1137
4686,5049,1284
4415,5102,1224
4416,5501,352
4418,5212,970
4419,5215,970
4420,5238,970
4421,5347,1137
4422,5348,798
4423,5349,1265
4424,5350,206
4425,5351,99
4426,4959,58
4427,4961,1205
4429,4964,39
4431,4965,319
4432,4966,187
4433,2327,27
4434,5002,68
4435,5006,928
4436,3478,110
4437,5008,411
4438,5009,346
4439,5010,1211
4440,5011,28
4441,5012,18
4442,5013,928
4443,1579,329
4444,4717,525
4445,5016,528
4446,5017,629
4447,5018,1121
4448,5022,308
4449,5021,329
4450,5024,928
4451,5025,863
4452,5026,1126
4453,5028,798
4454,5030,526
4455,5027,526
4456,5032,1172
4457,948,798
4458,4463,1137
4459,4515,1172
4460,4521,1137
4461,4517,1137
4462,4981,20
4464,4984,966
4465,4990,1137
4466,4993,798
4467,4995,1137
4468,4480,132
4469,4974,528
4470,5249,517
4471,5266,629
4472,5296,629
4473,5307,798
4474,5308,306
4475,5310,928
4476,5311,141
4477,5312,239
4478,5313,306
4479,5314,10
4480,5339,132
4481,5340,451
4482,5342,628
4483,5343,1137
4484,5344,1172
4485,5352,389
4486,5438,787
4487,5464,1205
4488,5498,1223
4489,4769,1172
4490,5365,1230
4491,3416,1017
4492,5470,526
4493,5474,1205
4494,5475,629
4495,5362,627
4496,5364,526
4497,5374,896
4498,5375,167
4499,5378,1137
4501,5158,1126
4502,5127,1121
4503,5128,1205
4504,5080,521
4505,5117,628
4506,5122,1172
4507,5123,900
4508,5210,1121
4509,5064,1126
4510,5065,1265
4511,5067,900
4512,5072,1172
4513,5073,526
4514,5512,970
4515,5513,530
4516,5150,1134
4517,5170,1126
4518,5171,1172
4519,5173,936
4520,5177,1134
4521,5178,863
4522,5190,1096
4523,5581,1126
4524,5217,977
4525,5233,970
4526,5234,970
4527,5235,526
4528,5318,528
4529,4460,1137
4530,4522,1137
4531,4963,631
4532,4466,1137
4533,4969,1205
4534,4516,132
4536,4972,1137
4537,4979,629
4538,4985,1137
4539,4986,1137
4540,4518,1137
4541,4519,1137
4542,4998,1172
4543,4999,1137
4544,5000,1205
4545,4975,1265
4546,4976,1265
4547,5496,1137
4548,5246,1137
4549,5247,1137
4550,5248,1137
4551,5520,1137
4552,5250,1137
4553,5252,1137
4555,5253,1137
4556,5254,1137
4557,5255,1137
4558,5256,1137
4559,5257,1137
4560,5258,1137
4561,5259,1137
4562,5260,1137
4563,5261,1137
4564,5262,1137
4565,5263,1137
4566,5264,1137
4567,5265,1137
4568,6235,83
4569,6236,160
4570,6237,1282
4571,5267,1137
4572,5268,1137
4573,5269,1137
4574,5270,1137
4575,5271,1137
4576,5272,1137
4577,5273,1137
4578,5274,1137
4579,5276,1137
4580,5275,1137
4581,5277,1137
4582,5278,1137
4583,5279,1137
4584,5280,1137
4585,5281,1137
4586,5282,1137
4587,5283,1137
4588,5284,1137
4589,5285,1137
4590,5286,1137
4591,5309,1137
4592,5287,1137
4593,5288,1137
4594,5289,1137
4595,5290,1137
4596,5291,1137
4597,5293,1137
4598,5294,1137
4599,5295,1137
4600,5297,1137
4601,5298,1137
4602,5299,1137
4603,5300,1137
4604,5302,1137
4605,5303,1137
4606,5451,1134
4607,5471,1137
4608,5476,1137
4609,5479,1137
4610,5483,1137
4611,5050,1283
4612,5051,1281
4613,5052,1284
4614,4689,1284
4615,5484,1137
4616,5485,1137
4617,5486,1137
4618,5487,1137
4619,5489,1137
4620,5057,1285
4621,5101,1286
4622,5059,1287
4623,5060,1288
4624,5129,1289
4625,4687,935
4626,5465,1291
4627,5135,1292
4628,5139,1293
4629,5077,1294
4630,5078,1296
4631,4690,1297
4632,5120,1297
4633,5126,1297
4634,5066,1297
4635,4716,1298
4636,5506,1299
4637,5507,1284
4638,3813,1300
4639,5055,1292
4640,5085,1292
4641,5090,1301
4642,5094,1302
4643,4719,1303
4644,5121,1303
4645,961,1299
4646,4721,1304
4647,5096,1306
4648,4724,1299
4649,5103,1307
4650,5104,629
4651,5106,1308
4652,5108,1309
4653,5109,1310
4654,5110,1311
4655,5124,1311
4656,5111,1312
4657,2973,1313
4658,5206,1314
4659,5075,1315
4660,5144,1316
4661,5151,1317
4662,5490,1137
4663,5491,1137
4664,5492,1137
4665,5161,1210
4666,5162,1210
4667,5493,1137
4668,5360,1137
4669,5380,1172
4670,5167,1318
4671,5179,1319
4672,1643,1320
4673,5200,1321
4674,5223,1322
4675,5321,1323
4676,5325,526
4677,5327,1324
4678,4459,1325
4679,5007,526
4680,4691,1326
4681,4695,1327
4682,5020,1328
4683,5034,1329
4684,4982,1330
4685,5373,1331
4690,5125,1335
4691,5147,1309
4692,5148,1309
4693,5186,1336
4694,5188,1297
4695,5216,1337
4696,5244,1338
4697,5029,1284
4698,5031,1339
4699,5472,1340
4700,6238,93
4701,6239,627
4702,5514,1299
4703,5301,1205
4704,482,48
4705,6240,627
4706,2800,488
4707,2160,787
4708,2193,551
4709,5292,936
4710,5469,1341
4711,6241,191
4712,6242,437
4713,6243,121
4714,6244,121
4715,6245,121
4716,6246,121
4717,6247,627
4718,6249,284
4719,6248,1342
4721,6253,1343
4722,6257,68
4723,6258,68
4724,6259,68
4725,6260,68
4726,6261,2
4727,6262,225
4728,6263,68
4729,202,250
4730,6264,1344
4732,6265,1184
4733,6266,68
4734,6267,414
4735,6268,865
4736,6269,10
4737,6270,66
4738,6271,66
4739,6272,414
4740,6273,1345
4741,6274,2
4742,6275,88
4743,6276,110
4744,6277,50
4745,6278,50
4746,6279,64
4747,6280,2
4748,6281,50
4749,6282,2
4750,6283,1213
4751,6284,1182
4753,6285,1084
4754,6286,1022
4755,6287,938
4756,6288,275
4757,6289,2
4758,6290,1172
4759,6291,1084
4760,6292,1084
4761,6293,2
4762,6294,2
4763,6295,1084
4764,6296,1172
4765,6297,1172
4872,6298,1249
4767,6299,1022
4768,6300,1084
4769,6301,1346
4770,6302,1084
4771,6303,1084
4772,6304,1249
4773,6305,2
4774,6306,1327
4775,6307,1084
4776,6308,1327
4777,6309,1084
4778,6310,1022
4779,6311,1327
4780,6312,1084
4781,6313,1084
4782,6314,1327
4783,6315,1327
4784,6316,189
4785,6317,1326
4786,6318,2
4787,6320,1084
4788,6321,1327
4789,6322,1327
4790,6323,1327
4791,6324,1327
4792,6325,1327
4793,6326,1347
4794,6327,1327
4795,6328,1084
4796,6329,1327
4797,6330,1327
4798,6331,1119
4799,6332,1327
4800,6333,1084
4801,6334,1347
4802,6335,1084
4803,6336,1084
4804,6337,1084
4805,6338,1084
4806,6339,1327
4807,6340,1084
4808,6341,2
4809,6342,1172
4810,6343,863
4811,6344,1028
4812,6345,1327
4813,6346,1347
4814,6347,1348
4815,6348,896
4816,6349,1215
4817,6350,1327
4818,6351,1327
4819,6352,2
4820,6353,1249
4821,6354,1084
4822,6355,1084
4823,6356,900
4824,6357,206
4825,6358,456
4826,6359,1218
4827,6360,631
4828,6361,1297
4829,6362,1349
4830,6363,856
4831,6364,629
4832,6365,1172
4833,6366,48
4834,6367,28
4835,6368,48
4836,6369,414
4837,6374,414
4838,6379,120
4840,6381,798
4841,6382,1327
4842,6383,150
4843,6384,58
4844,6385,225
4845,6386,1350
4846,6387,2
4847,6388,1351
4848,6389,1352
4849,6390,1352
4850,6391,254
4851,6392,1352
4852,6395,1353
4853,6394,2
4854,6396,99
4855,6397,820
4856,6398,1354
4857,6399,30
4858,6401,1355
4859,6402,137
4862,6407,1327
4863,6408,93
4864,6409,2
4865,6410,2
4866,6411,2
4867,6412,2
4868,6413,2
4869,6414,189
4870,6415,1327
4871,6416,2
4873,6417,1327
4874,6418,2
4875,6419,837
4877,6421,798
4878,6422,1173
4879,6423,141
4880,6424,68
4881,6425,1356
4882,6427,225
4884,6429,110
4887,6430,84
4888,6431,58
4889,6432,122
4890,6433,110
4891,6435,110
4893,6436,1357
4894,6439,1037
4895,6440,1352
4897,6442,75
6599,6443,1498
4900,6444,55
4901,6445,316
4902,6447,165
4903,6448,165
4904,6449,1358
4905,6450,60
4906,6451,316
4907,6452,239
4908,6453,1124
4909,6454,58
4910,6455,323
4911,6456,416
4912,6458,111
4913,6459,93
4914,6460,68
4915,6461,1014
4916,6462,337
4917,6463,176
4918,6464,347
4919,6465,176
4920,6466,110
4921,6467,882
4922,6468,1359
4923,6469,110
4924,6470,76
4925,6471,76
4926,6472,275
4927,6473,92
4928,6474,10
4929,6475,275
4930,6476,132
4931,6477,64
4932,6478,184
4933,6479,1360
4934,4612,141
4935,1155,75
4936,6480,110
4937,6481,1361
4938,6482,363
4939,6483,1362
4940,6484,108
4941,6486,1363
4942,6487,416
4943,6488,1364
4944,6489,93
4945,6490,112
4946,6492,1120
4947,6493,275
4948,6494,275
4949,6495,223
4950,6496,1365
4951,6497,133
4952,6498,176
4953,6499,176
4955,6501,2
4956,6502,60
4959,6505,176
4960,6506,76
4961,6507,187
4962,6508,187
4963,6509,1091
4964,6510,275
4965,6511,76
4966,6512,275
4967,6513,187
4968,6514,275
4969,6515,187
4970,6516,93
4971,6517,275
4972,6518,275
4973,6519,1075
4974,6520,223
4975,6521,223
4976,6522,275
4977,6523,275
4978,6524,39
4979,6525,39
4980,6526,10
4981,6527,10
4982,6528,217
4983,6529,60
4984,6530,176
5148,6672,1263
4986,6532,10
4987,6533,10
4988,6534,10
4989,6535,223
4990,6536,16
4991,6537,275
4992,6538,176
4993,6540,58
4994,6541,110
4995,6542,1366
5005,6543,378
5006,6544,378
4998,6545,291
4999,6546,1367
5000,6547,360
5001,6548,291
5002,6549,1368
5003,6550,264
5028,6551,378
5007,6552,64
5009,6554,88
5010,6555,378
5011,6556,1369
5012,6557,110
5013,6558,110
5014,6559,108
5015,6560,206
5016,6561,108
5017,6562,187
5018,6563,110
5019,6564,128
5020,5693,113
5021,6566,191
5022,6567,1370
5023,6568,206
5024,6569,176
5025,6570,200
5026,6571,147
5027,6572,803
5029,6573,1371
5030,6574,1118
5031,6575,256
5032,6576,255
5033,6577,197
5034,6578,48
5035,6579,48
5036,6580,48
5037,6581,110
5038,6582,93
5039,6583,93
5040,6584,93
5041,6585,110
5042,6586,1249
5043,6587,1249
5044,6588,1249
5045,6589,1372
5046,6590,75
5047,6591,112
5048,6592,1373
5049,6593,1373
5050,6595,298
5051,6596,64
5052,6598,1374
5053,6599,1375
5054,6601,416
5055,6600,346
5056,6603,1373
5174,6751,58
5173,6750,212
5059,6610,10
5060,6611,75
5061,6614,176
5172,6749,76
5063,6617,269
5171,6748,76
5170,6747,16
5169,6746,43
5168,6745,43
5167,6744,43
5166,6743,43
5165,6742,1382
5164,6741,43
5163,6740,1381
5162,6738,108
5074,6631,187
5075,6632,76
5160,6736,1380
5161,6737,18
5157,6734,64
5156,6733,1378
5129,6643,223
5083,6644,10
5155,6731,113
5151,6539,275
5150,6650,93
5087,6648,76
5088,6649,93
5089,6651,93
5090,6652,93
5149,6722,18
5092,6654,275
5153,6729,58
5147,6717,156
5146,6716,93
5096,6658,10
5097,6659,10
5145,6715,93
5144,6710,108
5143,6709,1371
5142,6708,1371
5152,6728,2
5103,6665,275
5141,6703,1317
5105,6667,275
5106,6673,88
5107,6607,187
5108,6675,275
5109,6676,122
5110,6677,275
5111,6678,187
5112,6679,191
5113,6680,275
5114,6681,269
5115,6682,275
5116,6683,76
5117,6684,191
5118,6685,275
5119,6624,88
5120,6627,1377
5121,6686,122
5122,6687,93
5123,6688,63
5124,6689,275
5125,6690,275
5126,6638,371
5127,6640,223
5128,6691,275
5130,6692,275
5131,6693,110
5132,6694,110
5133,6695,187
5134,6696,223
5135,6697,150
5136,6698,275
5137,6699,63
5138,6700,414
5139,6701,176
5140,6702,176
5175,6752,58
5176,6753,58
5177,6755,58
5178,6757,58
5179,6758,58
5180,6760,441
5181,6761,192
5182,6762,192
5183,6764,803
5184,6763,803
5185,6765,192
5186,6766,1364
5187,6767,1364
5804,6768,10
5189,6769,150
5190,6770,1223
5191,6771,1383
5192,6772,1384
5193,6773,16
5194,6774,264
5195,6777,191
5196,6778,196
5197,6779,371
5198,6780,182
5199,6782,191
5200,6784,1136
5201,6785,190
5202,6786,190
5203,6787,76
5204,6788,142
5205,6789,1385
5206,6790,110
5207,6791,58
5208,6792,110
5209,6793,110
5210,6794,150
5212,6796,1366
5213,6797,217
5214,6798,1142
5215,6799,430
5217,6446,62
5218,6802,18
5219,6801,25
5220,6803,43
5221,6804,16
5222,6805,424
5223,6806,337
5224,6807,122
6468,8174,441
5226,6810,371
5227,6811,10
5228,6812,366
5229,6813,76
5230,6814,76
5231,6815,140
5232,6816,140
5233,6817,1387
5234,6818,43
5235,6819,93
5236,6820,76
5237,6821,18
5247,6825,192
5246,6809,1386
5245,6824,813
5244,6823,110
5243,6822,75
5248,6826,1371
5249,6827,122
5250,6828,1388
5252,6830,1389
5253,6831,140
5254,3583,18
6653,6832,1505
5256,6833,140
5257,6834,140
5258,6836,1140
5259,6837,50
5260,6838,245
5261,6839,1217
5262,6840,1371
5264,6842,122
5265,6843,10
5266,6844,1390
5267,6845,10
5268,6846,1391
5269,6847,10
5270,6848,10
5271,6849,308
5272,6850,1075
5273,6851,1392
5274,6852,26
5275,6853,79
5276,6854,437
5277,6855,99
5278,6856,1212
5279,6857,110
5280,6858,70
5281,6859,1371
5282,6860,275
5283,6861,76
5284,6862,140
5285,6863,18
5286,6864,76
5287,6865,76
5288,6866,63
5289,6867,43
5290,6868,48
5291,6869,50
5292,6870,1393
5293,6871,97
5294,6872,16
5295,6873,337
5296,6874,1394
5297,6875,58
5298,6876,416
5299,6878,150
5300,6879,121
5301,6880,1395
5302,6881,56
5303,6882,110
5304,6883,349
5305,6884,416
5306,6885,76
5307,6886,76
5308,6887,43
5309,6888,43
5310,6889,76
5311,6890,179
5312,6891,1396
5313,6892,1397
5314,6894,1397
5315,6895,16
5316,6896,1397
5317,6897,1397
5318,6898,1397
5319,6899,1397
5320,6900,1397
5321,6901,1354
5322,6902,110
5323,6903,275
5329,6808,133
5325,6905,184
5422,6906,1406
5327,6907,347
5328,6908,75
5330,6909,10
5331,6910,1371
5332,6911,122
5333,6912,176
5334,6913,225
5335,6914,110
5336,6915,110
5337,6917,315
5338,6918,1398
5339,6920,75
5340,6921,110
5341,6923,1399
5342,6924,281
5343,6925,48
5344,6926,371
5345,6927,371
5346,6928,165
5347,6929,240
5348,6930,385
5349,6931,152
5350,6932,1400
5351,6933,1401
5352,6934,317
5353,6935,116
5354,6937,16
5355,6938,176
5356,6936,457
5357,6939,1402
5358,6940,1140
5359,6941,122
5360,6942,73
5361,6943,122
5363,6945,110
5364,6946,122
5365,6947,275
5366,6948,26
5367,6949,48
5368,6950,381
5369,6951,183
5370,6952,99
5371,6953,142
5372,6954,84
5373,6955,110
5374,6956,122
5375,6957,121
5376,6958,118
5377,6960,50
5378,6961,50
5379,6962,50
5380,6963,264
5381,6964,76
5382,6965,50
5383,6966,110
5384,6967,128
5385,6968,204
5386,6969,48
5387,6971,358
5388,6970,149
5389,6972,48
5390,6973,18
5391,6974,18
5392,6976,97
5393,6977,417
5394,6978,1107
5395,6979,18
5396,6980,1403
5397,6981,176
6038,6984,79
5656,7234,50
5401,6985,26
5402,6986,141
5403,6987,1140
5404,6988,1380
5405,6989,415
5406,6990,1165
5407,6991,110
5408,6992,1037
5409,6993,418
5410,6994,171
5411,6995,10
5414,6998,1262
5415,6999,451
5416,7000,451
5417,7002,10
5418,7001,84
5419,7003,1405
5420,7004,48
5421,7005,152
5423,7006,1406
5427,7010,74
5428,7011,48
5429,7012,1407
5430,7013,1407
5431,7014,1407
5432,7015,1408
5433,7016,48
5473,7056,110
5435,7018,121
5436,7019,121
5437,7020,1409
5471,7053,1165
5439,7022,224
5440,7023,428
5441,7024,16
5442,7025,1410
5443,7026,121
5444,7027,176
5445,7028,1411
5446,7029,58
5447,7030,245
5448,7031,1412
5449,7032,1398
5450,7033,295
5451,7034,1413
5452,7035,1414
5511,7097,1142
5454,7038,184
5455,7039,58
5456,7040,26
5457,7041,1415
5458,7042,75
5459,7043,99
5460,7044,99
5461,7045,26
5462,4535,26
5463,7046,26
5464,7047,26
5465,7048,99
5466,7049,1416
5467,7050,48
5468,7051,25
5469,7052,1417
5470,7054,58
5472,7055,110
5474,7057,1418
5475,7058,67
5476,7059,48
5477,7060,25
5478,7061,25
5479,7063,444
5480,7064,1140
5481,7065,1140
5482,7066,1419
5483,7067,206
5484,7068,206
5485,7069,1419
5486,7070,396
5487,7071,18
5488,7072,308
5489,7073,1077
5490,7074,1077
5491,7075,173
5492,7076,1077
5493,7077,302
5494,7078,1077
5495,7079,88
5496,7080,1420
5497,7081,132
5498,7082,62
5499,7083,1421
5501,7085,38
5502,7086,202
5503,7088,79
5504,7089,308
5505,7090,308
5506,7091,308
5507,7092,1422
5508,7093,128
5509,7094,122
5510,7095,18
6113,7832,64
6466,7099,313
5514,7100,92
5515,7101,92
5516,7102,92
5517,7103,208
5518,7104,225
5519,7105,1182
5520,7106,64
5521,7107,308
5522,7108,108
5523,7109,1385
5524,7110,156
5525,7111,165
5527,7113,10
5528,7114,1423
5529,7115,58
5530,7116,25
5531,7117,1184
5532,7118,282
5533,7119,221
5534,7120,1424
6114,7833,50
5537,7123,10
5538,7124,132
5539,7125,97
5540,7126,165
5542,7128,1425
5543,7129,336
5544,7130,19
5546,7132,26
5547,7133,27
5548,7134,121
5549,7138,313
5550,7140,70
5551,7141,48
5552,7143,25
5553,7144,57
5554,7145,57
5555,7146,38
5556,7147,58
5557,7148,437
5558,7149,57
5559,7150,58
5560,7151,58
5561,7152,58
5562,7153,58
5564,4757,2
5565,7155,2
5566,7156,212
5567,7157,97
5568,7159,97
5569,7160,1426
5570,7162,176
5571,7161,176
5572,7163,1427
5573,7164,48
5574,7165,1428
5575,7166,64
5576,7167,491
5577,7168,1429
5578,7169,1430
5579,7170,303
5580,7171,1431
5581,7172,1432
5582,7173,1411
5583,7175,204
5584,7176,34
5585,7177,38
5586,7178,1380
5587,7179,1140
5588,7180,437
5589,7181,1140
5590,7182,1140
5591,7183,1140
5592,7184,132
5593,7185,360
5594,7186,360
5595,7187,1409
5596,7188,224
5597,7189,1140
5598,7190,1140
5599,7191,110
5600,7192,433
6473,8180,73
5602,7210,48
5603,7202,34
5604,7214,258
5605,7220,1187
5606,7223,4
5607,7224,132
5608,7226,16
5609,7230,1405
5610,5824,1434
5611,7229,1435
5612,7227,110
5613,7232,108
5614,7236,1419
5615,7240,2
5617,7251,70
5618,7245,1167
5619,7254,1391
5620,7252,1437
5621,7246,221
5622,7255,1405
5623,7212,16
5624,7257,100
5625,7258,50
5626,7260,319
5627,7261,48
5629,7266,100
5630,7267,100
5631,7268,100
5633,7276,1364
5634,7277,798
5635,7278,110
5636,7279,58
5637,7280,110
5638,7281,275
5639,7282,140
5640,7284,140
5642,7287,1405
5643,7288,307
5645,7290,27
5646,7291,179
5647,7198,48
5648,7295,132
5649,7296,429
5650,7297,258
5651,7298,258
5653,7300,58
5654,6982,306
5657,7241,1108
5658,7301,1182
5659,7302,10
5661,7303,26
5662,7304,318
5663,7306,1142
5664,7307,865
5665,7308,191
5667,7309,84
5668,7310,26
5673,7315,384
5674,7316,1438
5675,7317,451
5676,7318,110
5677,7319,374
5678,7321,48
5680,7323,165
5681,7325,245
5682,7326,128
5683,7327,128
5684,7328,385
5685,7330,93
5686,7331,50
5687,7333,798
5688,7335,128
5689,7336,50
5691,7338,64
5692,7340,26
5693,7343,84
5694,7345,308
5695,7346,1184
5696,7347,110
5697,4707,110
5698,7348,110
6115,7834,1364
5701,7351,1382
5702,7353,43
5703,7354,43
5704,7355,110
5705,83,50
5708,7358,34
5709,7359,18
5710,7360,48
5711,7361,141
5712,7362,1439
5713,7363,1075
5714,7364,125
5715,7365,93
5716,7366,26
5717,7368,1034
5718,7369,58
5719,7370,1440
5720,7371,865
5721,7372,49
5722,7373,150
5723,7374,49
5724,7375,49
5725,7376,1395
5726,7377,49
5727,7378,49
5728,7379,208
5729,7380,1441
5730,7381,48
5731,7382,1371
5732,7383,122
5733,7384,68
5735,4829,57
5736,7386,1380
5737,7387,49
5738,7388,160
5739,7389,160
5740,7390,1442
5741,7391,1443
5742,7392,1444
5743,7393,192
5744,7394,192
5745,7395,437
5746,7396,448
5747,7397,57
5748,7398,57
5749,7399,57
6116,7835,48
5751,7401,57
5752,7402,57
5753,7403,57
5754,7404,1380
5755,7405,1380
5756,7406,1380
5757,7407,208
5758,7408,308
5759,7411,87
5760,7413,191
5762,7414,275
5763,7415,110
5764,7416,128
5765,7417,1077
5766,7418,10
5767,7419,64
5768,7420,64
5769,5669,25
5770,7250,1371
5771,7421,1445
5772,7422,223
5773,7423,50
5775,7424,1157
5776,7425,66
5777,7426,4
5778,7427,318
5779,7428,66
5780,7429,66
5781,7430,66
5782,7432,66
5783,7433,88
5784,7434,122
5785,7435,176
5786,7436,176
5787,7437,176
5788,7438,87
5789,7441,4
5790,7442,66
5791,7443,381
5792,7444,176
5793,7445,87
5794,7446,176
5795,7447,176
5796,7448,167
5797,7449,221
5798,7253,167
5799,7450,99
5800,7451,72
5801,7452,111
5802,7135,208
5803,7136,76
5805,7453,1439
5806,7454,1439
5807,7457,176
5810,7460,50
5811,7461,1446
5812,7462,72
5813,7471,133
5814,7472,133
5815,7473,39
5816,7474,223
5817,7475,217
5818,7476,217
5819,7477,39
5820,7478,1447
5821,7479,1448
5822,7480,49
5823,7481,177
5824,7482,46
5825,7483,1317
5826,7484,1449
5827,7486,142
5828,7487,142
5829,7488,142
5830,7489,1407
5831,7490,177
5832,7491,142
5833,7492,142
5834,7493,142
5835,7494,1450
5836,7495,143
5837,7496,865
5838,7497,88
5839,7498,110
5840,7499,150
5841,7500,111
5842,7501,378
5843,7502,75
5844,7503,1451
5845,7504,88
5846,7505,928
5847,7506,302
5848,7507,206
5849,7508,416
5850,7509,16
5851,4804,247
5852,7158,66
5853,4668,97
5855,7341,26
5856,5649,128
5857,7510,113
5858,7512,38
5859,7513,38
5860,7514,38
5861,7515,18
5862,7522,18
5863,7523,18
5864,4816,64
5865,7525,928
5866,7526,168
5867,7527,79
5869,7528,1452
5870,7529,1453
5872,7530,264
5873,7531,1371
5874,7532,41
5875,7533,865
5876,7534,26
5877,7535,1112
5879,7536,414
5880,7537,16
5882,7539,1297
5883,7540,150
6352,8046,140
5887,7544,10
5888,7545,39
5889,4572,110
5890,7546,170
5891,7547,56
5892,7548,1034
5893,7551,70
5894,7552,4
5895,7553,317
5896,7554,226
5897,7556,41
5898,7558,110
5899,7559,317
5900,7560,968
5901,7561,18
5902,1294,18
5904,7563,176
5905,7564,76
5909,7567,798
5908,7566,176
5910,7568,110
5911,7569,1456
5912,7570,385
5913,7571,208
5914,7572,1227
5916,7576,142
5917,7578,1434
5918,7579,1448
5919,7580,1434
5921,7584,1434
5922,7585,1434
5923,7586,1434
5925,7589,10
5927,7591,10
5928,7592,10
5929,7593,10
5930,7595,1263
5931,7596,1446
5932,7597,1446
5933,7598,74
5934,7599,191
5935,7600,112
5936,7602,1446
5937,7603,250
5938,7604,176
6117,7836,1475
5940,7606,176
5941,7607,1457
5942,7608,318
5943,7612,16
5944,7613,72
6634,7616,76
5946,7618,10
5947,7619,1197
5948,7620,319
5949,7622,319
5950,7626,72
5951,7628,60
5952,7629,324
