"ppgID","poemID","pageID"
20444,13107,7397
20445,13108,7397
20446,13108,7398
20447,13108,7399
20448,13109,7400
20449,13110,7401
20450,13111,10217
20451,13112,10365
20452,13113,10366
20453,13114,10367
20454,13115,10368
20455,13116,10368
20456,13117,10368
20457,13117,10369
20458,13119,10369
20459,13120,10369
20460,13121,10369
20461,13121,10370
20462,13122,9943
20463,13122,9944
20464,13123,9944
20465,13124,9944
20466,13124,9945
20467,13125,9945
20468,13126,9945
20469,13126,9946
20470,13127,9946
20471,13128,9946
20472,13128,9947
20473,13129,9947
20475,13130,9948
20476,13131,9948
20477,13131,9949
20478,13132,10277
20479,13133,10277
20480,13133,10278
20481,13134,9949
20482,13135,9949
20483,13135,9950
20484,13136,9950
20485,13137,9950
20486,13137,9951
20487,13138,9951
20488,13139,10278
20489,13140,10278
20490,13141,10278
20491,13141,10279
20492,13142,10279
20493,13143,10279
20494,13144,10279
20496,13145,10280
20497,13146,10280
20498,13147,10280
20499,13147,10281
20500,13148,10281
20501,13149,10281
20502,13149,10282
20503,13150,9951
20504,13150,9952
20505,13151,9952
20506,13151,9953
20507,13152,10282
20508,13153,9953
20509,13154,10282
20510,13154,10283
20511,13155,10283
20512,13155,10284
20513,13156,10284
20514,13157,9953
20515,13157,9954
20516,13158,10331
20517,13157,9955
20518,13159,10284
20519,13159,10285
20520,13160,9955
20521,13160,9956
20522,13161,10285
20523,13161,10286
20524,13162,9956
20525,13162,9957
20526,13162,9958
20527,13163,9958
20528,13163,9959
20529,13164,10331
20533,13167,10286
20531,13164,10468
20532,13166,10286
20534,13167,10287
20535,13168,10468
20536,13169,10287
20537,13169,10288
20538,13170,10288
20539,13171,10288
20540,13171,10289
20541,13172,10289
20542,13172,10290
20543,13173,10290
20544,13174,10290
20545,13174,10291
20546,13175,10291
20547,13175,10292
20548,13176,10292
20549,13177,10292
20550,13177,10293
20551,13178,10293
20552,13179,10293
20553,13179,10294
20554,13180,10294
20555,13180,10295
20556,13181,10473
20557,13182,10296
20558,13183,10296
20559,13184,10474
20560,13183,10297
20561,13185,10297
20562,13186,10474
20563,13187,10297
20564,13187,10298
20565,13188,10475
20566,13189,10475
20567,13190,10476
20568,13191,10476
20569,13192,10477
20570,13193,10477
20571,13194,10478
20572,13195,10478
20573,13196,10478
20574,13196,10479
20575,13197,10479
20576,13198,10479
20577,13198,10480
20578,13199,10480
20579,13200,10480
20580,13201,10480
20581,13201,10481
20582,13202,10481
20583,13203,10481
20584,13203,10482
20585,13204,10482
20586,13205,10482
20587,13205,10483
20588,13206,10483
20589,13207,10483
20590,13207,10484
20591,13208,10484
20592,13209,10484
20593,13209,10485
20594,13210,10485
20595,13211,10485
20596,13212,10486
20597,13213,10486
20598,13214,10486
20599,13214,10488
20600,13215,10488
20601,13216,10488
20602,13217,10492
20603,13218,10492
20604,13219,10492
20605,13219,10499
20606,13220,10499
20607,13221,10499
20608,13222,10499
20609,13222,10504
20610,13223,10504
20611,13224,10504
20612,13224,10505
20613,13225,10505
20614,13226,10505
20615,13226,10506
20616,13227,10506
20617,13228,10506
20618,13228,10507
20626,13232,10509
20624,13231,10508
20625,13232,10508
20623,13231,10507
20627,13232,10510
20628,13232,10511
20629,13232,10512
20630,13232,10513
20631,13233,10514
20632,13233,10515
20633,13234,10515
20634,13234,10516
20635,13235,10516
20636,13235,10517
20637,13236,10517
20638,13236,10518
21008,13464,10347
20640,13237,10547
20641,13237,10548
20642,13238,10549
20643,13238,10550
20644,13239,10550
20645,13239,10551
20646,13240,10551
20647,13240,10552
20648,13240,10553
20649,13241,10553
20650,13242,10553
20651,13242,10554
20652,13242,10555
20653,13243,10555
20654,13244,10555
20655,13244,10556
20656,13244,10557
20657,13245,10557
20658,13245,10558
20659,13245,10559
20660,13246,10559
20661,13247,10560
20662,13248,10560
20663,13248,10561
20664,13249,10561
20665,13249,10562
20666,13250,10562
20667,13251,10562
20668,13251,10563
20669,13252,10564
20670,13252,10565
20671,13252,10566
20672,13253,10566
20673,13253,10567
20674,13163,9960
20675,13254,9960
20676,13254,9961
20677,13255,9961
20678,13255,9962
20679,13256,9962
20680,13257,9962
39766,2879,272
20682,13258,9963
20683,13259,9963
20684,13259,9964
20685,13260,9964
20686,13260,9965
20687,13261,9965
20688,13261,9966
20689,13262,10151
30469,19647,10152
20691,13263,10152
20692,13264,10152
20693,13265,10152
30471,19647,10153
20695,13266,10153
20696,13267,10153
20697,13267,10154
20698,13267,10155
20699,13268,10155
20700,13269,10155
20701,13270,10155
20702,13270,10156
20703,13271,10156
20704,13272,10156
20706,13273,10157
20707,13274,10157
20709,13275,10158
20710,13276,10158
20711,13277,10158
20712,13277,10159
20713,13278,10159
20714,13279,10159
20715,13279,10160
20716,13280,10160
20717,13281,10160
20718,13281,10161
20719,13282,10161
20720,13283,10161
20721,13283,10162
20722,13284,10162
20723,13284,10163
20724,13284,10164
20725,13285,10164
20726,13286,10164
20727,13286,10165
20728,13287,10165
20729,13288,10165
20730,13288,10166
20731,13289,10166
20732,13290,10166
20733,13291,10166
20734,13291,10167
20735,13292,10167
20736,13293,10167
20737,13293,10168
20738,13294,10168
20739,13294,10169
20740,13295,10169
20741,13296,10169
20742,13296,10170
20743,13297,10170
20744,13298,10170
20745,13298,10171
20746,13299,10171
20747,13300,10171
20748,13300,10172
20749,13301,10172
20750,13302,10172
20751,13302,10173
20752,13303,10173
20753,13304,10173
20754,13304,10174
20755,13305,10174
20756,13306,10174
20757,13307,10174
20758,13307,10175
20759,13308,10175
20760,13308,10176
20761,13309,10176
20762,13309,10177
20763,13310,10177
20764,13310,10178
20765,13311,10178
20766,13312,10178
20767,13312,10179
20768,13313,10179
20769,13313,10180
20770,13313,10181
20771,13314,10181
20772,13314,10182
20773,13315,10182
20774,13315,10183
20775,13316,10183
20777,13317,10184
20778,13317,10185
20779,13318,10185
20781,13319,10186
20782,13320,10186
20783,13320,10187
20784,13321,10187
20785,13321,10188
20786,13321,10189
20787,13322,10189
20788,13323,10189
20789,13323,10190
20790,13324,10190
20791,13325,10190
20792,13325,10191
20793,13325,10192
20794,13325,10193
20795,13325,10194
20796,13326,10194
20797,13326,10195
20798,13326,10196
20799,13327,10196
20800,13327,10197
20801,13328,10197
20802,13328,10198
20803,13328,10199
20804,13329,10199
20805,13330,10199
20806,13330,10200
20807,13330,10201
20808,13331,10201
20809,13331,10202
20810,13332,10202
20811,13332,10203
20812,13333,10203
20813,13333,10204
20814,13334,10205
30473,19648,10206
20816,13335,10206
30476,13335,10205
30478,19649,14873
20819,13336,10209
20820,13336,10210
20821,13337,10211
20822,13337,10212
20823,13338,10213
20824,13338,10214
20825,13338,10215
20826,13338,10216
20827,13339,10567
20828,13339,10568
20829,13339,10569
20830,13339,10570
20831,13339,10571
20833,13341,7403
20834,13342,7404
20835,13343,7404
20836,13343,7405
20837,13344,7406
20838,13344,7407
20839,13345,7407
20840,13346,7408
20841,13347,7408
20842,13347,7410
20843,13348,7411
20844,13349,7411
20845,13349,7412
20846,13350,10370
20847,13351,10370
20849,13352,10371
20850,13353,10371
20851,13354,10371
20852,13354,10372
20853,13355,10298
20854,13355,10299
20855,13356,10299
20856,13357,10299
20857,13357,10300
20858,13358,10300
20859,13359,10300
20860,13359,10301
20861,13360,10301
20862,13360,10302
20863,13361,10302
20864,13362,10302
20866,13362,10303
20867,13363,10303
20868,13364,10303
20869,13364,10304
20870,13365,10304
20871,13365,10305
20872,13366,10306
20873,13367,10374
20874,13368,10375
20875,13369,10376
20876,13370,10376
20877,13370,10377
20878,13371,10377
20879,13372,10377
20880,13372,10378
20881,13373,10378
20882,13374,10378
20883,13374,10379
20884,13375,10379
20885,13376,10379
20886,13376,10380
20887,13377,10380
20888,13378,10380
20889,13378,10381
20890,13379,10381
20891,13380,10381
20892,13380,10382
20893,13381,10382
20894,13382,10382
20899,13385,10383
20896,13383,10383
20897,13384,10383
20900,13385,10384
20901,13386,10384
20903,13387,10385
20904,13388,10385
20905,13388,10386
20906,13389,10386
20907,13389,10387
20908,13390,10387
20909,13391,10387
20910,13391,10388
20911,13392,10388
20912,13393,10389
20913,13394,10389
20914,13394,10390
20915,13395,10390
20916,13396,10390
20917,13397,10391
20918,13398,10391
20919,13399,10391
20920,13399,10392
20921,13400,10392
20922,13401,10392
20923,13401,10393
20924,13402,10393
20925,13403,10393
20926,13403,10394
20927,13404,10394
20928,13405,10394
20929,13406,10395
20930,13407,10395
20932,13408,10396
20933,13409,10397
20934,13410,10398
20935,13411,10398
20936,13411,10399
20937,13412,10399
20938,13413,10399
20939,13413,10400
20940,13414,10400
20941,13415,10400
20942,13416,10400
20943,13416,10401
20944,13417,10401
20945,13418,10401
20946,13418,10402
20947,13419,10402
20948,13420,10402
20949,13420,10403
20950,13421,10403
20951,13422,10403
20952,13423,10403
20953,13423,10404
20954,13424,10404
20955,13425,10404
20956,13426,10404
20957,13426,10405
20958,13427,10405
20959,13427,10406
20960,13428,10406
20961,13429,10406
20962,13429,10621
20963,13430,10332
20964,13431,10332
20965,13431,10333
20966,13432,10333
20967,13433,10334
20968,13434,10334
20969,13435,10334
20970,13435,10335
20971,13436,10335
20972,13436,10336
20973,13437,10336
20974,13438,10336
20975,13438,10337
20976,13439,10337
20977,13440,10337
20978,13441,10338
20979,13442,10338
20980,13443,10338
39749,25268,9383
20982,13444,10339
20983,13445,10339
20984,13446,10339
20985,13447,10340
20986,13448,10340
23134,14883,11365
20988,13450,10340
20989,13450,10341
20990,13451,10341
20991,13452,10341
20992,13452,10342
20993,13453,10342
20994,13454,10342
20995,13455,10342
20996,13455,10343
20997,13456,10343
20998,13457,10344
20999,13458,10344
21000,13459,10344
21001,13460,10345
21002,13461,10345
21003,13462,10345
21004,13462,10346
21005,13463,10346
21006,13464,10346
21007,13236,10547
21009,13465,10347
21010,13466,10347
21011,13467,10348
21012,13468,10348
21013,13469,10348
21014,13469,10349
21015,13470,10349
21016,13471,10349
21017,13471,10350
21018,13472,10350
21019,13472,10351
21020,13472,10352
21021,13472,10353
21022,13473,10353
21023,13474,10645
36157,23164,10353
21025,13475,10646
36158,23165,10353
21027,13475,10647
21028,13476,10355
21030,13477,10648
21031,13478,10648
21032,13479,10355
21043,13486,10356
21034,13479,10356
21035,13480,10649
21036,13481,10649
21037,13481,10650
21038,13482,10650
21039,13483,10650
21040,13483,10651
21041,13484,10651
21042,13485,10648
21044,13485,10649
36165,23170,10356
36166,23170,10357
21047,13487,10652
21048,13488,10652
21049,13489,10358
21050,13490,10652
21051,13490,10653
21052,13491,10653
21053,13492,10358
21054,13492,10359
21055,13493,10359
21056,13494,10359
21057,13495,10653
21058,13495,10654
21059,13496,10654
21060,13496,10655
21061,13497,10655
21062,13498,10655
21063,13499,10753
21064,13500,10753
21065,13501,10753
21066,13501,10364
21067,13502,10364
21068,13503,10487
21069,13504,10487
21070,13505,10487
21071,13505,10489
21072,13506,10489
21073,13507,10489
21074,13508,10489
21075,13508,10490
21076,13509,10655
21077,13509,10656
21078,13510,10656
21079,13511,10656
21080,13512,10656
21081,13513,10657
21082,13514,10657
21083,13515,10657
21084,13516,10657
21085,13516,10658
21086,13517,10658
21087,13518,10658
21088,13519,10658
21089,13520,10658
21090,13520,10659
21091,13521,10659
21092,13522,10659
21093,13523,10659
21094,13524,10660
21095,13525,10660
21096,13526,10660
21097,13527,10660
21098,13527,10661
21099,13528,10661
21100,13529,10661
21101,13530,10661
21102,13530,10662
21103,13531,10662
21104,13532,10662
21105,13533,10662
21106,13534,10663
21107,13535,10663
21108,13536,10663
21109,13537,10663
21110,13537,10664
21111,13538,10664
21112,13539,10664
21113,13539,10665
21114,13540,10665
21115,13541,10665
21116,13542,10665
21117,13542,10666
21118,13543,10666
21119,13544,10666
21120,13545,10666
21121,13545,10667
21122,13546,10667
21123,13547,10668
21124,13548,10668
21125,13549,10668
21126,13549,10669
21127,13550,10669
21128,13551,10669
21129,13552,10669
21130,13552,10670
21131,13553,10670
21132,13553,10671
21133,13554,10671
21134,13555,10671
21135,13555,10672
21136,13556,10672
21137,13557,10672
21138,13558,10672
21139,13559,10673
21140,13560,10673
21141,13561,10673
21142,13562,10673
21143,13562,10674
21144,13563,10674
21145,13564,10674
21146,13565,10674
21149,13567,10675
21148,13566,10675
21150,13568,10675
21151,13568,10676
21152,13569,10676
21153,13570,10676
21154,13571,10676
21155,13572,10676
21156,13572,10677
21157,13573,10677
21158,13574,10677
21159,13575,10677
21160,13575,10678
21161,13576,10678
21162,13577,10678
21163,13578,10678
21164,13579,10678
21165,13579,10679
21166,13580,10679
21167,13581,10679
21168,13582,10679
21169,13582,10680
21170,13583,10680
21171,13584,10680
21172,13585,10680
21173,13585,10681
21174,13586,10681
21175,13587,10681
21176,13587,10682
21177,13588,10682
21178,13589,10682
21179,13590,10683
21180,13591,10683
21181,13591,10684
21182,13592,10684
21183,13593,10684
21184,13594,10684
21185,13594,10685
21186,13595,10685
21187,13596,10686
21188,13597,10686
21189,13598,10686
21191,13598,10687
21192,13599,10687
21193,13600,10687
21194,13601,10687
21195,13601,10688
21196,13602,10688
21197,13603,10688
21198,13604,10688
21199,13605,10688
21200,13605,10689
21201,13606,10689
21202,13607,10689
21203,13607,10690
21204,13608,10690
21205,13609,10690
21206,13609,10691
21207,13610,10691
21208,13611,10691
21209,13611,10692
21210,13612,10692
21211,13613,10692
21212,13614,10692
21213,13614,10693
21214,13615,10693
21215,13616,10694
21216,13617,10694
21217,13618,10694
21218,13618,10695
21219,13619,10695
21220,13620,10695
21221,13621,10695
21222,13622,10696
21223,13623,10696
21224,13624,10696
21225,13625,10696
21226,13625,10697
21227,13626,10697
21228,13627,10697
21229,13628,10697
21230,13628,10698
21231,13629,10698
21232,13630,10698
21233,13630,10699
21234,13631,10700
21235,13631,10701
21236,13632,10702
21237,13633,10702
21238,13634,10703
21239,13635,10703
21240,13636,10703
21241,13636,10704
21242,13637,10704
21243,13638,10704
21244,13639,10704
21245,13639,10705
21246,13640,10705
21247,13641,10705
21248,13642,10705
21249,13642,10706
21250,13643,10706
21251,13644,10706
21252,13644,10754
21253,13645,10754
21254,13646,10754
21255,13646,10707
21256,13647,10707
21257,13648,10707
21258,13648,10708
21259,13649,10708
21260,13649,10709
21261,13650,10709
21262,13651,10709
21263,13651,10710
21264,13652,10710
21265,13653,10710
21266,13654,10711
21267,13655,10711
21268,13656,10711
21269,13656,10712
21270,13657,10712
21271,13658,10712
21272,13659,10713
21273,13660,10713
21274,13661,10713
21275,13662,10713
21276,13662,10714
21277,13663,10714
21278,13664,10714
21280,13665,10715
21281,13666,10715
21282,13667,10715
21283,13668,10716
21284,13669,10716
21285,13670,10716
21286,13670,10717
21287,13671,10717
21288,13672,10717
21289,13673,10717
21290,13674,10717
21291,13674,10718
21292,13675,10718
21293,13676,10718
21294,13676,10719
21295,13677,10719
21296,13677,10720
21297,13678,10720
21298,13679,10720
21299,13680,10721
21300,13681,10721
21301,13681,10722
21302,13682,10722
21303,13683,10722
21304,13684,10722
21305,13684,10723
21306,13685,10723
21307,13686,10723
21308,13686,10724
21309,13687,10724
21310,13688,10724
21311,13689,10725
21312,13690,10725
21313,13691,10725
21314,13692,10725
21315,13692,10726
21316,13693,10726
21317,13694,10726
21318,13695,10726
21319,13695,10727
21320,13696,10727
21321,13697,10727
21322,13698,10727
21323,13698,10728
21324,13699,10728
21325,13700,10728
21326,13701,10728
21327,13701,10729
21328,13702,10729
21329,13702,10730
21330,13703,10730
21331,13704,10730
21333,13704,10731
21334,13705,10731
21335,13706,10731
21336,13706,10732
21337,13707,10732
21338,13708,10732
21339,13709,10732
21340,13709,10733
21341,13710,10733
21342,13711,10733
21343,13712,10733
21344,13712,10734
21345,13713,10734
21346,13714,10734
21347,13715,10734
21348,13715,10735
21349,13716,10735
21350,13717,10735
21351,13718,10735
21352,13718,10736
21353,13719,10736
21354,13720,10736
21355,13721,10736
21356,13721,10737
21357,13722,10738
21358,13723,10738
21359,13724,10738
21360,13724,10739
21361,13725,10739
21362,13726,10739
21363,13727,10740
21364,13728,10740
21365,13729,10740
21366,13729,10741
21367,13730,10741
21368,13731,10741
21369,13732,10742
21370,13733,10742
21371,13734,10742
21372,13734,10743
21373,13735,10743
21374,13736,10743
21375,13737,10743
21376,13738,10743
21377,13738,10744
21378,13739,10744
21379,13740,10744
21380,13741,10744
21381,13741,10745
21382,13742,10745
21383,13743,10745
21384,13744,10745
21385,13745,10746
21386,13746,10746
21387,13747,10746
21388,13748,10747
21389,13749,10747
21390,13750,10748
21391,13751,10748
21392,13752,10748
21393,13753,10748
21394,13753,10749
21395,13754,10749
21396,13755,10749
21397,13756,10750
21398,13757,10750
21399,13758,10750
21400,13759,10750
21401,13759,10751
21402,13760,10751
21403,13761,10751
21404,13762,10751
21405,13762,10752
21406,13763,10752
21407,13764,10752
21408,13765,10621
21409,13766,10621
21411,13766,10408
21412,13767,10408
21413,13768,10408
21414,13769,10409
21415,13770,10409
21417,13771,10410
21418,13772,10410
21419,13772,10411
21420,13773,10411
21421,13774,10411
21422,13774,10412
21423,13775,10412
21424,13775,10413
21425,13776,10413
21426,13777,10413
21427,13777,10414
21428,13778,10414
21429,13779,10414
21430,13779,10415
21431,13780,10415
21432,13781,10415
21433,13781,10416
21434,13782,10416
21435,13782,10417
21436,13783,10417
21437,13784,10417
21438,13784,10418
21439,13785,10418
21441,13786,10419
21442,13787,10420
21443,13788,10421
21444,13789,10422
21445,13790,10422
21446,13790,10423
21447,13791,10423
21448,13792,10423
21450,13793,10424
21451,13794,10424
21452,13795,10424
21453,13795,10425
21454,13796,10425
21455,13797,10425
21456,13797,10426
21457,13798,10426
21458,13799,10426
21459,13799,10427
21460,13800,10427
21461,13801,10427
21462,13801,10428
21463,13802,10428
21464,13803,10428
21465,13803,10429
21466,13804,10429
21467,13805,10429
21468,13805,10430
21469,13806,10430
21470,13807,10430
21471,13808,10431
21472,13809,10431
21473,13810,10431
21474,13810,10432
21475,13811,10432
21476,13812,10432
21477,13812,10433
21478,13813,10433
21479,13814,10433
21480,13814,10434
21481,13815,10434
21482,13816,10434
21483,13816,10435
21484,13817,10435
21485,13818,10435
21486,13818,10436
21487,13819,10436
21489,13820,10437
21490,13821,10437
21491,13822,10437
21492,13822,10438
21493,13823,10438
21494,13824,10438
21495,13824,10439
21496,13825,10439
21497,13826,10439
21498,13827,10440
21499,13828,10440
21500,13829,10440
21501,13829,10441
21502,13830,10441
21503,13830,10442
21504,13831,10442
21505,13832,10442
21506,13832,10443
21507,13833,10443
21508,13834,10443
21509,13834,10444
21510,13835,10444
21511,13836,10444
21512,13837,10755
21513,13836,10445
21514,13838,10445
21515,13839,10445
21516,13839,10446
21517,13840,10756
21518,13841,10446
21519,13842,10758
21520,13843,10446
21521,13843,10447
21522,13844,10447
21523,13844,10448
21524,13845,10757
21525,13846,10448
21526,13845,10759
21527,13845,10760
21528,13845,10761
21529,13847,10762
21530,13847,10763
21531,13848,10448
21532,13848,10449
21533,13849,10449
21534,13850,10449
21535,13851,10766
21536,13850,10450
21537,13852,10450
21538,13853,10764
21539,13854,10450
21540,13854,10451
21541,13855,10451
21542,13856,10451
21543,13856,10452
21544,13857,10452
21545,13858,10453
21546,13859,10453
21547,13860,10453
21548,13860,10454
21549,13861,10454
21551,13862,10454
21552,13862,10455
21553,13863,10455
21554,13863,10456
21555,13864,10765
21556,13865,10456
21557,13866,10456
21558,13866,10457
21559,13867,10765
21560,13868,10457
21561,13869,10765
21562,13870,10457
21563,13870,10458
21564,13871,10458
21568,13873,10458
21567,13872,10767
21569,13873,10459
21570,13874,10459
21571,13874,10460
21572,13875,10460
21573,13876,10767
21574,13877,10460
21575,13877,10461
21576,13878,10461
21577,13879,10461
21578,13879,10796
21579,13880,10796
21580,13881,10775
21581,13882,10777
21582,13882,10776
21583,13883,10778
21584,13884,10778
21585,13885,10778
21586,13885,10779
21587,13886,10779
21588,13887,10780
21589,13888,10780
21590,13888,10781
21591,13889,10781
21592,13890,10781
21593,13890,10782
21594,13891,10782
21595,13892,10782
21596,13892,10783
21597,13893,10783
21598,13894,10783
21599,13894,10784
21600,13895,10784
21601,13896,10784
21602,13896,10785
21603,13897,10785
21604,13898,10785
21605,13899,10786
21606,13900,10786
21607,13901,10786
21608,13901,10787
21609,13902,10787
21610,13903,10787
21611,13903,10788
21612,13904,10788
21613,13905,10788
21614,13905,10789
21615,13906,10789
21616,13907,10789
21617,13908,10790
21618,13909,10790
21619,13910,10791
21620,13911,10791
21621,13912,10791
21622,13913,10792
21623,13914,10792
21624,13914,10793
21625,13915,10793
21626,13916,10793
21627,13917,10793
21628,13917,10794
21629,13918,10794
21630,13919,10794
21631,13919,10795
21632,13920,10795
21633,13921,10795
21634,13922,10795
21635,13922,10798
21636,13923,10798
21637,13924,10798
21638,13925,10798
21639,13925,10805
21640,13926,10805
21641,13927,10805
21642,13928,10805
21643,13928,10806
21644,13929,10806
21645,13930,10806
21646,13931,10806
21647,13931,10807
21648,13932,10807
21649,13933,10807
21650,13934,10807
21651,13934,10808
21652,13935,10808
21653,13936,10809
21654,13937,10809
21655,13938,10809
21656,13939,10809
21657,13939,10810
21658,13940,10810
21659,13941,10810
21660,13942,11004
21661,13941,10811
21662,13943,10811
21663,13944,10811
21664,13945,10811
21665,13946,10811
21666,13946,10812
21667,13947,11005
21668,13948,10812
21669,13949,11006
21670,13950,10812
21671,13952,11007
21672,13951,10813
21673,13953,10813
21674,13954,10813
21675,13955,10814
21676,13956,10814
21677,13952,11008
21679,13957,11009
21680,13957,11010
21681,13958,10814
21682,13958,10815
21683,13959,10466
21684,13960,10815
21685,13961,10467
21686,13962,10815
21687,13962,10816
21688,13963,10816
21689,13964,10816
21690,13965,10816
21691,13966,10817
21692,13967,10817
21693,13968,10817
21694,13968,10818
21695,13969,10818
21696,13969,10819
21697,13970,10819
21698,13970,10820
21699,13971,10820
21700,13972,10820
21701,13973,10767
21702,13974,10767
21703,13975,10768
21704,13976,10768
21705,13977,10768
21706,13978,10768
21707,13979,10769
21708,13980,10769
21709,13981,10490
21710,13982,10490
21711,13982,10491
21712,13983,10491
21713,13984,10491
21715,13984,10493
21716,13985,10493
21717,13986,10493
21718,13987,10494
21719,13988,10494
21720,13988,10495
21721,13989,10495
21722,13989,10496
21723,13990,10496
21724,13991,10496
21725,13992,10496
21726,13992,10497
21727,13993,10497
21728,13994,10497
21729,13995,10498
21730,13996,10498
21731,13997,10498
21732,13997,10500
21733,13998,10500
21734,13999,10500
21735,13999,10501
21736,13999,10502
21737,13999,10503
21738,14000,10503
39727,25252,3975
39726,25252,3974
39725,25251,3974
39724,25250,3974
39723,25250,3973
39722,25249,3973
39721,25248,3973
39705,19913,14954
39704,19913,14953
39703,25240,15829
39696,25238,11029
39695,25237,11033
42439,27550,4257
39699,25239,3841
39697,25238,11030
21754,14001,11034
21755,14001,11035
21756,14001,11036
21757,14001,11037
21758,14001,11038
21759,14001,11039
21760,14001,11040
21761,14001,11041
21762,14001,11042
21763,14001,11043
21764,14001,11044
21765,14001,11045
21766,14001,11046
21767,14001,11047
21768,14001,11048
21769,14001,11049
21770,14002,11050
21771,14003,11050
21772,14004,11050
21773,14005,11051
21774,14006,11051
21775,14007,11051
21776,14008,11051
21777,14008,11052
21778,14009,11052
21779,14009,11053
21780,14010,11053
21781,14011,11053
21782,14012,11054
21783,14013,11054
21784,14014,11054
21785,14014,11055
21786,14015,11055
21787,14016,11055
21788,14017,11056
21789,14018,11056
21790,14018,11057
21791,14019,11057
21792,14019,11058
21793,14020,11058
21794,14021,11058
21795,14022,11058
21796,14023,11058
21797,14023,11059
21798,14024,11059
21799,14025,11059
21800,14025,11060
21801,14026,11060
21802,14026,11061
21803,14027,11061
21804,14028,11061
21805,14029,11062
21806,14029,11063
21807,14030,11063
21808,14030,11064
21809,14031,11064
21810,14031,11065
21811,14032,11065
21812,14033,11065
21813,14034,11066
21814,14035,11066
21815,14036,11066
21816,14036,11067
21817,14037,11067
21818,14037,11068
21819,14038,11068
21820,14038,11069
21821,14038,11070
21822,14039,11070
21823,14039,11071
21824,14040,11071
21825,14041,11072
21826,14042,11072
21827,14042,11073
21828,14039,11074
21829,14043,11073
21830,14044,11073
21831,14045,11073
21832,14045,11075
21833,14046,11075
21834,14047,11075
21835,14047,11076
21836,14048,11076
21837,14049,11076
21838,14050,11076
21839,14050,11077
21840,14051,11077
21841,14052,11078
21842,14053,11078
21843,14054,11079
21844,14055,11079
21845,14056,11080
21846,14057,11080
21847,14058,11080
21848,14058,11081
21849,14059,11081
21850,14060,11081
21851,14060,11082
21852,14061,11082
21854,14062,11082
21855,14062,11083
21856,14063,11083
21857,13978,10769
21858,14064,11083
21859,14065,11083
21860,14065,11084
21861,14066,11084
21862,14067,11084
21863,14067,11085
21864,14068,11085
21865,14069,11085
21866,14070,11085
21867,14070,11086
21868,14071,11086
21869,14072,11086
21870,14072,11087
21871,14073,11087
21872,14074,11087
21873,14074,11088
21874,14075,11088
21875,14075,11089
21876,14075,11090
21877,14076,11090
21878,14077,11090
21879,14078,11090
21880,14078,11091
21881,14079,11091
21882,14079,11092
21883,14079,11093
21884,14080,11093
21885,14080,11094
21886,14080,11095
21887,14081,11095
39661,25218,9281
39660,18531,13676
21891,14082,11098
21892,14082,11099
21893,14083,7413
21894,14084,7413
21895,14084,7414
21896,14085,10372
21897,14086,7415
21898,14087,10372
21899,14086,7416
21900,14087,10373
21901,14088,7416
21902,14089,10373
21903,14090,10373
21904,14090,10462
21905,14091,10462
21906,14092,10462
21907,14093,7417
21909,14094,10463
21910,14095,10463
21911,14096,10463
21912,14096,10464
21913,14097,10464
21914,14098,10464
21915,14098,10465
21916,14099,10770
21917,14100,10465
21918,14101,10465
21919,14101,10469
21920,14093,7418
21921,14102,10770
21922,14103,7418
21923,14104,10469
21924,14105,10469
21926,14106,10470
21927,14107,10470
21928,14108,7419
21929,14109,10770
21930,14110,10470
21931,14110,10471
21932,14111,10471
21933,14112,10471
21934,14112,10472
21935,14113,7419
21936,14113,7420
21937,14114,10472
21938,14115,10472
21939,14115,10616
21940,14116,10616
21941,14117,10616
21942,14118,7422
21944,14119,10617
21945,14120,10617
21946,14121,7422
21947,14121,7423
21948,14122,10617
21949,14122,10618
21950,14123,10618
21951,14124,10618
21952,14124,10619
21953,14125,10619
21954,14126,10619
21955,14126,10620
21956,14127,10620
21957,14128,10620
21958,14128,10622
21959,14129,10622
21960,14130,10622
21961,14131,10622
21962,14131,10623
21963,14132,7424
21964,14132,7425
21965,14132,7426
21966,14132,7427
21967,14133,7427
21968,14133,7428
21969,14133,7429
21970,14134,7430
21971,14134,7431
21972,14134,7432
21973,14135,7432
21974,14135,7433
21975,14136,7434
21976,14136,7435
21977,14137,7435
21978,14138,7435
21979,14139,7435
21980,14140,7437
21981,14141,7437
21982,14141,7438
21983,14142,7438
21984,14143,11100
21985,14144,7438
21986,14145,7438
21987,14146,7438
21988,14147,11101
21989,14148,7439
21990,14147,11102
21991,14149,11102
21992,14150,7439
21993,14149,11103
21994,14151,7439
21995,14152,7439
21996,14152,7440
21997,14153,11103
21998,14154,11103
21999,14154,11104
22000,14154,11105
22001,14155,11105
22002,14156,11105
22003,14156,11106
22004,14157,11106
22005,14158,11106
22006,14159,11106
22007,14160,11107
22008,14161,11107
22009,14162,11107
22010,14163,11107
22011,14163,11108
22012,14164,11108
22013,14164,11109
22014,14165,11109
22015,14165,11110
22016,14166,11110
22017,14166,11111
22018,14167,11111
22019,14167,11112
22020,14168,11112
22021,14168,11113
22022,14169,11113
22023,14170,10623
22024,14171,11113
22025,14172,10623
22026,14172,10624
22027,14171,11114
22028,14173,10624
22029,14174,11114
22030,14175,10624
22031,14176,11114
22032,14177,10625
22033,14178,10625
22034,14179,10625
22035,14179,10626
22036,14180,11114
22037,14181,10626
