"hwkID","NamePY","NameHZ","Region","Page"
173,"Shen Yulin","沈 玉 麟"," 浙 江 烏 程 人",361
174,"Shen Yunjie","沈 雲 潔"," 龍 溪 人",116
175,"Shen Yunlan","沈 韻 蘭"," 浙 江 錢 塘 人",372
176,"Shen Yunshang","沈 雲 裳"," 浙 江 山 陰 人",368
177,"Shen Yunshen","沈 允 慎"," 浙 江 仁 和 人",361
178,"Shen Yuying","沈 毓 英"," 浙 江 歸 安 人",370
179,"Shen Yuyue","沈 御 月"," 江 蘇 吳 江 人",365
180,"Shen Yuzhu","沈 毓 珠"," 浙 江 歸 安 人",370
181,"Shen Zaixiu","沈 在 秀"," 減 速 高 郵 人",362
182,"Shen Zhen","沈 榛"," 嘉 善 人",116
183,"Shen Zhilian","申 志 廉"," 浙 江 錢 塘 人",268
184,"Shen Zhu","沈 珠"," 江 蘇 昆 山 人",365
185,"Sheng Ruhua","盛 如 華"," 江 蘇 常 州 人",642
186,"Sheng shi","盛 氏 （ 韓 世 裘 妻 ）"," 安 徽 懷 寧 人",642
187,"Sheng Wenqu","盛 問 渠"," 浙 江 浦 陽 人",642
188,"Sheng Yuanfang","盛 元 芳"," 江 蘇 吳 江 人",641
189,"Sheng Zhenyi","盛 貞 一","",73
190,"Shenyi","神 一 （ 夏 淑 吉 ）"," 江 蘇 華 亭 人",821
191,"Shi Chaofeng","施 朝 鳳"," 福 建 晉 江 人",425
192,"Shi Chengmei","石 承 楣"," 湖 南 湘 潭 人",269
193,"Shi E","石 莪"," 江 蘇 吳 江 人",269
194,"Shi Fang","施 芳"," 浙 江 嘉 善 人",425
195,"Shi Hanjie","帥 翰 階"," 江 西 奉 新 人",425
196,"Shi Hua Zonggui","詩 話 總 龜","",65
197,"Shi Huan","石 緩"," 江 西 瀘 溪 人",270
198,"Shi Huifang","師 蕙 芳"," 陝 西 韓 城 人",468
199,"Shi Jidao","史 濟 道"," 江 蘇 江 都 人",263
200,"Shi Jide","史 濟 德"," 江 蘇 江 都 人",263
201,"Shi Jing","史 靜"," 江 蘇 溧 陽 人",263
202,"Shi Jingyi","施 靜 儀"," 江 蘇 人",425
203,"Shi Jinxiu","石 錦 繡"," 浙 江 會 稽 人",270
204,"Shi Jizhuang","史 濟 莊"," 江 蘇 江 都 人",263
205,"Shi Jun","史 筠"," 山 東 濟 寧 人",263
206,"Shi Kexian","石 付 仙"," 江 蘇 同 皋 人",269
207,"Shi Kun","施 坤"," 河 南 儀 封 人",425
208,"Shi Lianfang","師 蓮 芳"," 陝 西 韓 城 人",467
209,"Shi Lijun","史 麗 君"," 山 東 濟 寧 人",264
210,"Shi Miaoying","師 妙 嫈"," 陝 西 韓 城 人",467
211,"Shi Puying","史 璞 瑩"," 江 蘇 江 都 人",263
212,"Shi Qingwan","史 清 畹"," 江 蘇 陽 湖 人",263
213,"Shi shi","石 氏 （ 張 春 泉 妻 ）"," 湖 南 湘 潭 人",270
214,"Shi shi","史 氏 （ 毛 瑞 斯 妻 ）"," 江 蘇 金 檀 人",264
215,"Shi shi","史 氏 （ 李 帶 仙 妻 ）"," 江 蘇 桃 源 人",264
216,"Shi shi","史 氏 （ 陸 章 甫 妻 ）","",264
217,"Shi shi","施 氏 （ 沈 王 志 妻 ）"," 江 蘇 崇 明 人",426
218,"Shi Wanzhen","施 婉 貞"," 江 蘇 長 洲 人",425
219,"Shi Xian","時 嫻"," 江 蘇 常 熟 人",483
220,"Shi Yan","史 琰","",41
221,"Shi Yaoqing","史 瑤 卿"," 浙 江 石 門 人",263
222,"Shi Yin","史 趛"," 安 徽 六 安 人",263
223,"Shi Yinyu","史 印 玉"," 廣 東 番 禺 人",262
224,"Shi Yumin","施 毓 敏"," 福 建 候 官 人",425
225,"Shi Yunqing","史 蘊 卿"," 湖 南 長 沙 人",264
226,"Shi Yunying","石 雲 瑛"," 安 徽 宿 松 人",269
227,"Shi Zhen","石 貞"," 江 蘇 同 皋 人",270
228,"Shiyan","石 巖 （ 蔣 英 ）","  浙 江 仁 和 人",819
229,"Shoushu","壽 淑"," 滿 州 人",817
230,"Shouxi","壽 禧","",817
231,"Shouzhuang","壽 莊","",817
232,"Shu Fangzhi","舒 芳 芷"," 貴 州 銅 仁 人",648
233,"Shu Heng","束 蘅"," 江 蘇 武 貂 人",326
234,"Shu Mo","殳 默"," 浙 江 桐 廬 人",228
235,"Shu Si","舒 姒"," 安 徽 黟 縣 人",648
236,"Shu Yingtang","舒 映 棠"," 浙 江 仁 和 人",648
237,"Shuo Chaoxia","朔 朝 霞"," 金 陵 妓",149
238,"Shuqing","書 青"," 滿 州 人",816
239,"Si Bai","思 柏"," 滿 州 人",815
240,"Si Mamei","司 馬 梅"," 江 蘇 江 寧 人",264
241,"Song Caihua","宋 彩 華"," 浙 江 上 虞 人",323
242,"Song Hua","宋 華"," 湖 南 寧 鄉 人",323
243,"Song Huiyi","宋 徽 儀"," 江 蘇 蘇 州 人",324
244,"Song Jingwei","宋 景 衛"," 江 蘇 元 和 人",323
245,"Song Jingyi","宋 靜 儀"," 江 蘇 蘇 州 人",324
246,"Song Junfang","宋 君 方"," 浙 江 秀 水 人",322
247,"Song Lingyun","宋 凌 雲"," 江 蘇 吳 縣 人",323
248,"Song Mingqiong","宋 鳴 瓊"," 江 西 奉 新 人",324
249,"Song Ruoxin","宋 若 莘","",22
250,"Song Ruozhao","宋 若 昭","",23
251,"Song Shengshen","宋 盛 慎"," 湖 南 寧 鄉 人",323
252,"Song shi","宋 氏 （ 曾 廣 益 妻 ）"," 四 川 江 安 人",324
253,"Song shi","宋 氏 （ 陸 元 綬 妻 ）"," 江 蘇 長 洲 人",324
254,"Song shizimei","宋 氏 姊 妹","",324
255,"Song Wan","宋 婉"," 浙 江 臨 平 人",323
256,"Song Yitang","宋 宜 堂"," 直 隸 樂 亭 人",322
257,"Song Yuyin","宋 玉 音"," 江 蘇 華 亭 人",322
258,"Song Zhen","宋 貞"," 江 蘇 上 海 人",322
259,"Song Zhenniang","宋 貞 娘"," 直 隸 天 津 人",323
260,"Su Chenjie","蘇 陳 潔"," 江 蘇 常 熟 人",798
261,"Su Fen","蘇 棻"," 江 蘇 錢 塘 人",798
262,"Su Hui","蘇 蕙","",11
263,"Su Jihui","蘇 繼 蕙"," 江 蘇 華 亭 人",800
264,"Su Kairui","蘇 開 瑞"," 廣 東 順 德 人",798
265,"Su Mu","蘇 燕"," 江 蘇 山 陽 人",799
266,"Su Muya","蘇 慕 亞"," 江 蘇 常 熟 人",799
267,"Su Nianshu","蘇 念 淑"," 古 藤 人",797
268,"Su Qingyue","蘇 清 月"," 江 蘇 虞 山 人",797
269,"Su Rulan","蘇 如 蘭"," 順 天 大 興 人",797
270,"Su Ruohui","蘇 若 蕙"," 江 蘇 常 熟 人",797
271,"Su Shi","蘇 氏 （ 吳 遁 發 妻 ）","  江 蘇 吳 江 人",800
272,"Su Shifang","蘇 始 芳"," 江 蘇 山 陽 人",797
273,"Su Shizhang","蘇 世 璋"," 福 建 漳 浦 人",797
274,"Su Siqing","蘇 姒 卿"," 福 建 人",797
275,"Su Wanlan","蘇 畹 蘭"," 浙 江 仁 和 人",798
276,"Su Xiu","蘇 琇"," 江 蘇 常 熟 人",798
277,"Su Yuan","蘇 瑗"," 江 蘇 常 熟 人",798
278,"Su Zhiyun","蘇 織 雲"," 浙 江 山 陰 人",800
279,"Sui Zhiying","隨 芝 英","",761
280,"Sun Anxiang","孫 安 祥"," 浙 江 錢 塘 人",459
281,"Sun Caifu","孫 采 芙"," 江 蘇 儀 徵 人",460
282,"Sun Chao","孫 潮"," 浙 江 嘉 興 人",465
283,"Sun Chuanfang","孫 傳 芳"," 浙 江 錢 塘 人",463
284,"Sun Danxia","孫 淡 霞"," 江 蘇 華 亭 人",461
285,"Sun Danying","孫 淡 英"," 浙 江 嘉 興 人",461
286,"Sun Daoqian","孫 道 乾"," 浙 江 會 稽 人",463
287,"Sun Fang","孫 芳"," 浙 江 嘉 禾 人",460
288,"Sun Fangzu","孫 芳 祖"," 浙 江 會 稽 人",460
289,"Sun Fengtai","孫 鳳 臺"," 江 蘇 昆 山 人",465
290,"Sun Huiyuan","孫 蕙 媛"," 浙 江 秀 水 人",466
291,"Sun Jiu","孫 久"," 山 東 莘 縣 人",459
292,"Sun Jufu","孫 濟 扶"," 江 蘇 無 錫 人",466
293,"Sun Lanxi","孫 蘭 溪"," 浙 江 嘉 興 人",467
294,"Sun Lanxian","孫 蘭 仙"," 江 蘇 松 江 人",466
295,"Sun Lanyuan","孫 蘭 媛"," 浙 江 嘉 興 人",466
296,"Sun Lanyun","孫 蘭 韞"," 浙 江 錢 塘 人",467
297,"Sun Lirong","孫 麗 融"," 浙 江 錢 塘 人",466
298,"Sun Peifen","孫 佩 芬"," 浙 江 歸 安 人",459
299,"Sun Peilan","孫 佩 蘭"," 浙 江 錢 塘 人",460
300,"Sun Qingyu","孫 清 瑜"," 江 蘇 吳 江 人",462
301,"Sun Qiong","孫 瓊","",8
302,"Sun Ruizhen","孫 瑞 貞"," 福 建 候 官 人",463
303,"Sun Rulan","孫 汝 蘭"," 河 南 魯 山 人",459
304,"Sun Ruomeng","孫 若 孟"," 福 建 浦 城 人",461
305,"Sun Shaoyu","孫 苕 玉"," 浙 江 錢 塘 人",461
306,"Sun Shoubao","孫 壽 保"," 浙 江 烏 程 人",464
307,"Sun Shu","孫 淑","",70
308,"Sun Shu","孫 淑"," 江 蘇 常 熟 人",461
309,"Sun Shuying","孫 淑 瑛"," 廣 東 吳 川 人",461
310,"Sun Songzhao","孫 誦 昭"," 班 卿 江 寧 人",465
311,"Sun Songzhao","孫 誦 昭"," 江 蘇 無 錫 人",465
312,"Sun Su","孫 嫊"," 江 蘇 吳 縣 人",463
313,"Sun Sunyi","孫 蓀 意"," 浙 江 仁 和 人",464
314,"Sun Sunyou","孫 蓀 友"," 浙 江 當 湖 人",464
315,"Sun Tingfeng","孫 廷 鳳"," 浙 江 錢 塘 人",459
316,"Sun Tingkai","孫 廷 楷"," 浙 江 錢 塘 人",459
317,"Sun Wanlan","孫 畹 蘭"," 浙 江 石 門 人",465
318,"Sun Xian","孫 顯"," 江 蘇 無 錫 人",467
319,"Sun Xiangwan","孫 湘 畹"," 浙 江 嘉 興 人",462
320,"Sun Xiangzu","孫 香 祖"," 浙 江 人",461
321,"Sun Xuying","孫 旭 瑛"," 江 蘇 無 錫 人",459
322,"Sun Yaohua","孫 瑤 華"," 金 陵 妓",137
323,"Sun Yaoying","孫 瑤 英"," 浙 江 任 和 人",137
324,"Sun Yihui","孫 漪 蕙"," 江 蘇 陽 湖 人",465
325,"Sun Yingpei","孫 瑩 培"," 浙 江 錢 塘 人",465
326,"Sun Youchun","孫 佑 純"," 浙 江 錢 塘 人",459
327,"Sun Yunfeng","孫 雲 鳳"," 浙 江 仁 和 人",462
328,"Sun Yunhe","孫 雲 鶴"," 浙 江 錢 塘 人",463
329,"Sun Yunxian","孫 雲 韅"," 浙 江 錢 塘 人",463
330,"Sun Yunxue","孫 蘊 雪"," 浙 江 嘉 善 人",466
331,"Sun Yunzhi","孫 雲 芝"," 浙 江 歸 安 人",462
332,"Sun Zhen","孫 鎮"," 直 隸 玉 田 人",466
333,"Sun Zhuangrong","孫 莊 容"," 浙 江 海 寧 人",462
334,"Suo Ruizhi","鎖 瑞 芝"," 浙 江 錢 塘 人",787
335,"Tan Guiji","檀 桂 姬"," 浙 江 錢 塘 人",765
336,"Tan Lanying","譚 蘭 英"," 貴 州 貴 陽 人",791
337,"Tan Ming","譚 明"," 直 隸 深 州 人",791
338,"Tan Yinlian","談 印 蓮"," 浙 江 歸 安 人",737
339,"Tan Yinmei","談 印 梅"," 浙 江 歸 安 人",737
340,"Tan Yunxian","談 允 賢"," 無 錫 人",201
341,"Tan Ze","談 則"," 清 溪 人",577
342,"Tan Ziying","譚 紫 瓔"," 江 西 德 化 人",791
343,"Tang Baichun","湯 百 純"," 江 蘇 江 陰 人",639
344,"Tang Biyun","湯 碧 雲"," 福 建 候 官 人",640
345,"Tang Hengzhao","湯 蘅 昭"," 湖 南 益 陽 人",641
346,"Tang Hengzhen","唐 恒 貞"," 山 東 城 武 人",454
347,"Tang Huishu","唐 惠 叔"," 江 蘇 金 山 人",455
348,"Tang Jingxian","唐 靜 嫻"," 江 蘇 南 匯 人",456
349,"Tang Jinying","湯 金 英"," 廣 東 順 德 人",639
350,"Tang Lai","湯 萊"," 江 蘇 丹 陽 人",640
351,"Tang Min","唐 敏"," 浙 江 嘉 興 人",455
352,"Tang Qingyu","湯 清 玉"," 江 蘇 海 州 人",639
353,"Tang Qingyun","唐 慶 雲"," 江 蘇 吳 縣 人",456
354,"Tang Qiyu","唐 其 玉"," 江 蘇 昆 山 人",454
355,"Tang Quanxi","湯 全 錫"," 江 蘇 宜 興 人",639
356,"Tang Shi","湯 氏 （ 張 松 齡 妻 ）"," 浙 江 錢 塘 人",641
357,"Tang shi","唐 氏 （ 何 昌 齡 妻 ）"," 江 蘇 金 山 人",456
358,"Tang shi","唐 氏"," 靈 川 人",456
359,"Tang shi","唐 氏 （ 林 某 妻 ）"," 廣 西 邑 寧 人",456
360,"Tang Shuqing","湯 淑 清"," 江 蘇 武 貂 人",639
361,"Tang Shuxiu","唐 淑 秀"," 江 蘇 昆 山 人",455
362,"Tang Shuying","湯 淑 英"," 江 蘇 長 洲 人",639
363,"Tang Shuying","唐 淑 英"," 江 蘇 吳 江 人",455
364,"Tang Shuyu","湯 漱 玉"," 浙 江 錢 塘 人",640
365,"Tang Suhua","唐 素 華"," 江 蘇 無 錫 人",455
366,"Tang Wanzhu","唐 宛 珠"," 湖 南 善 化 人",455
367,"Tang Wufei","唐 無 非"," 貴 州 遵 義 人",456
368,"Tang Xiangzhi","湯 湘 芷"," 浙 江 仁 和 人",640
369,"Tang Xiujun","湯 繡 娟"," 浙 江 錢 塘 人",641
370,"Tang Yanhui","唐 彥 徽"," 浙 江 湖 州 人",454
371,"Tang Yaoqing","湯 瑤 卿"," 江 蘇 陽 湖 人",641
372,"Tang Yuanguan","唐 元 觀"," 浙 江 烏 程 人",454
373,"Tang Yunzhen","唐 韞 貞"," 江 蘇 武 進 人",456
374,"Tang Zhao","湯 朝"," 江 蘇 金 壇 人",640
375,"Tang Zhen","唐 貞"," 貴 州 遵 義 人",455
376,"Tang Zhifen","唐 芷 芬"," 江 蘇 新 陽 人",454
377,"Tang Zizhu","唐 紫 珠"," 江 蘇 京 江 人",455
378,"Tang Zuying","唐 祖 瑛"," 江 蘇 陽 湖 人",455
379,"Tao Ansheng","陶 安 生"," 江 蘇 常 熟 人",609
380,"Tao Fu","陶 馥"," 浙 江 秀 水 人",611
381,"Tao Guizhen","陶 桂 貞"," 江 蘇 蘇 州 人",610
382,"Tao He","陶 曷"," 浙 江 秀 水 人",611
383,"Tao Hengyi","陶 姮 儀"," 浙 江 會 稽 人",610
384,"Tao Huaicheng","陶 懷 成"," 江 蘇 長 洲 人",612
385,"Tao Meiying","陶 梅 英"," 湖 南 善 化 人",610
386,"Tao Shan","陶 善"," 江 蘇 長 洲 人",610
387,"Tao Shu","陶 淑"," 新 城 人",610
388,"Tao Sixu","陶 思 勗"," 江 蘇 無 錫 人",609
389,"Tao Wanru","陶 婉 如"," 江 蘇 江 陰 人",610
390,"Tao Wanyi","陶 婉 儀"," 江 蘇 上 海 人",610
391,"Tao Wenrou","陶 文 柔"," 江 蘇 青 浦 人",609
392,"Tao Yu","陶 餘"," 廣 東 番 禺 人",611
393,"Tao Yunmei","陶 韻 梅"," 江 蘇 上 元 人",611
394,"Tao Zhenhuai","陶 貞 懷"," 梁 溪 人",609
395,"Tian Lianrui","田 蓮 瑞"," 直 隸 范 陽 人",268
396,"Tian shi","田 氏 （ 陳 時 夏 妻 ）"," 福 建 長 樂 人",268
397,"Tian Yuyan","田 玉 燕"," 錢 塘 人",93
398,"Tian Zhuangyi","田 莊 儀"," 山 西 介 休 人",268
399,"Tong Feng","童 鳳"," 山 西 榆 次 人",648
400,"Tong shi","童 氏 （ 葉 元 封 妻 ）"," 浙 江 慈 谿 人",648
401,"Tong shi","童 氏 （ 單 光 遠 妻 ）"," 湖 南 平 江 人",648
402,"Tong Shu","童 淑"," 安 徽 含 山 人",648
403,"Tongjia Fujin","佟 佳 福 晉","",814
404,"Tu Ji","屠 姞"," 浙 江 會 稽 人",626
405,"Tu Jingxin","屠 鏡 心"," 江 蘇 宜 興 人",627
406,"Tu Xiusheng","屠 繡 生"," 浙 江 鄞 縣 人",627
407,"Tu Yaose","屠 瑤 瑟"," 鄞 縣 人",173
408,"Tu Yuanyi","涂 元 儀"," 江 蘇 上 元 人",486
409,"Tu Yuhui","屠 玉 輝"," 江 蘇 揚 州 人",626
410,"Tu Zhipei","屠 芷 佩"," 浙 江 秀 水 人",627
411,"Wan Huiguang","萬 晦 光"," 江 蘇 清 河 人",681
412,"Wan Mengdan","萬 夢 丹"," 江 西 德 化 人",682
413,"Wan shi","萬 氏 （ 李 調 元 妾 ）"," 四 川 成 都 人",683
414,"Wan Shuxiu","萬 淑 修"," 江 蘇 彭 城 人",682
415,"Wan Weitong","萬 煒 彤"," 湖 北 應 城 人",682
416,"Wan Yunzhu","浣 雲","",816
417,"Wan Zao","萬 藻"," 浙 江 鄞 縣 人",682
418,"Wang Axiu","汪 阿 秀"," 安 徽 歙 縣 人",352
419,"Wang Biying","王 碧 瑩"," 山 東 長 山 人",248
420,"Wang Boji","王 伯 姬"," 東 陽 人",86
421,"Wang Cai","汪 彩"," 浙 江 任 和 人",354
422,"Wang Caifan","王 采 蘩"," 江 蘇 太 倉 人",235
423,"Wang Cailan","王 采 藍"," 江 蘇 太 倉 人",235
424,"Wang Caipin","王 采 蘋"," 江 蘇 太 倉 人",234
425,"Wang Caishu","汪 彩 書"," 江 蘇 荊 溪 人",354
426,"Wang Caiwei","王 采 薇"," 江 蘇 武 進 人",234
427,"Wang Caizao","王 采 藻"," 江 蘇 太 倉 人",235
428,"Wang Caizhen","汪 綵 珍"," 浙 江 蕭 山 人",357
429,"Wang Chen","王 琛"," 江 蘇 上 元 人",242
430,"Wang Cheng","王 呈"," 江 蘇 昆 山 人",238
431,"Wang Cui","汪 璀"," 浙 江 烏 程 人",358
432,"Wang Dai","王 玳"," 湖 北 武 昌 人",235
433,"Wang Daozhao","王 道 昭","",247
434,"Wang Dehui","王 德 徽"," 平 興 人",252
435,"Wang Dexian","王 德 嫻","",252
436,"Wang Deyi","王 德 宜"," 江 蘇 松 江 人",251
437,"Wang Dezhen","汪 德 貞"," 安 徽 休 寧 人",358
438,"Wang Di","汪 嫡"," 安 徽 休 寧 人",355
439,"Wang Duan","汪 端"," 浙 江 錢 塘 人",357
440,"Wang Duanshu","王 端 淑"," 山 陰 人",248
441,"Wang Duanyi","汪 端 一"," 直 隸 天 津 人",357
442,"Wang Fan","王 範"," 浙 江 海 寧 人",254
443,"Wang Fangxing","王 芳 興"," 浙 江 餘 杭 人",234
444,"Wang Fen","王 芬"," 江 蘇 婁 縣 人",234
445,"Wang Fengfen","汪 鳳 芬"," 江 蘇 華 亭 人",358
446,"Wang Fengxian","王 鳳 嫻"," 雲 間 人",90
447,"Wang Fengying","王 鳳 英"," 江 蘇 長 洲 人",251
448,"Wang Fozhen","汪 佛 珍"," 江 蘇 婁 縣 人",351
449,"Wang Fu","王 馥"," 江 蘇 太 倉 人",257
450,"Wang Furen","王 夫 人 （ 鍾 坪 妻 ）"," 山 西 長 治 人",92
451,"Wang Furen","王 夫 人"," 廬 江 人",92
452,"Wang Gui","王 桂"," 浙 江 嘉 善 人",237
453,"Wang Guoxiang","汪 國 香"," 江 蘇 華 亭 人",353
454,"Wang Heng","汪 蘅"," 浙 江 仁 和 人",360
455,"Wang Heng","王 姮"," 浙 江 任 和 人",235
456,"Wang Heng","王 珩"," 江 蘇 嘉 定 人",238
457,"Wang Huaxi","汪 華 熙"," 江 蘇 吳 縣 人",355
458,"Wang Hui","汪 蕙"," 浙 江 海 寧 人",358
459,"Wang Hui","王 慧"," 江 蘇 太 倉 人",252
460,"Wang Huifang","王 蕙 芳"," 江 蘇 吳 江 人",254
461,"Wang Huifen","汪 蕙 芬"," 江 蘇 吳 江 人",358
462,"Wang Huiren","王 慧 仁"," 江 蘇 青 浦 人",252
463,"Wang Huizeng","王 慧 增"," 江 蘇 常 熟 人",252
464,"Wang Huizhen","王 蕙 貞"," 江 蘇 常 熟 人",254
465,"Wang Jiang","王 姜"," 陝 西 榆 林 人",235
466,"Wang Jiashu","汪 嘉 淑"," 安 徽 休 寧 人",356
467,"Wang Jin","王 瑾"," 江 蘇 上 元 人",247
468,"Wang Jin","王 謹"," 浙 東 人",257
469,"Wang Jingde","王 靜 德"," 江 蘇 嘉 定 人",255
470,"Wang Jinggu","王 靜 姑"," 浙 江 錢 塘 人",255
471,"Wang Jingshu","王 靜 淑"," 浙 江 山 陰 人",255
472,"Wang Jingwan","王 靜 紈"," 江 蘇 太 倉 人",255
473,"Wang Jingyi","王 靜 儀"," 江 蘇 太 倉 人",255
474,"Wang Jizao","王 繼 藻"," 湖 南 湘 潭 人",258
475,"Wang Jun","汪 筠"," 浙 江 錢 塘 人",356
476,"Wang Jun","王 筠"," 陝 西 長 安 人",245
477,"Wang Junxian","王 筠 僊"," 江 蘇 江 寧 人",246
478,"Wang Jusun","汪 菊 孫"," 浙 江 錢 塘 人",355
479,"Wang Kunzao","王 昆 藻"," 江 蘇 婁 縣 人",239
480,"Wang Lan","汪 蘭"," 浙 江 仁 和 人",359
481,"Wang Lang","王 朗"," 金 壇 人",86
482,"Wang Lanpei","王 蘭 佩"," 浙 江 錢 塘 人",258
483,"Wang Lanxiu","王 蘭 修"," 江 蘇 嘉 定 人",259
484,"Wang Liang","汪 亮"," 浙 江 桐 鄉 人",353
485,"Wang Lianguang","王 蓮 光"," 江 蘇 上 元 人",254
486,"Wang Lijuan","王 麗 娟"," 山 東 濟 南 人",258
487,"Wang Lingwen","王 令 聞"," 江 蘇 華 亭 人",231
488,"Wang Linshu","王 麟 書"," 四 川 華 陽 人",259
489,"Wang Lu","王 祿"," 浙 江 長 興 人",247
490,"Wang Lun","王 綸","",40
491,"Wang Luqing","王 璐 卿"," 江 蘇 通 州 人",256
492,"Wang Luying","汪 蘆 英"," 江 西 奉 新 人",359
493,"Wang Man","王 璊"," 湖 南 湘 潭 人",253
494,"Wang Manfang","王 滿 芳"," 浙 江 長 興 人",247
495,"Wang Manrong","王 曼 容 （ 北 里 ）","",87
496,"Wang Manyun","汪 曼 芸"," 江 蘇 吳 縣 人",353
497,"Wang Maofang","汪 懋 芳"," 浙 江 烏 程 人",359
498,"Wang Menglan","王 夢 蘭"," 素 芬 吳 江 人",250
499,"Wang Menglan","王 夢 蘭"," 畹 芬 太 湖 人",251
500,"Wang Mengyan","汪 夢 燕"," 安 徽 歙 縣 人",358
501,"Wang Mulan","王 慕 蘭"," 奉 化 人",253
502,"Wang Muzhen","王 慕 真"," 江 蘇 江 都 人",253
503,"Wang Naide","王 迺 德"," 江 蘇 丹 徒 人",239
504,"Wang Nairong","王 迺 容"," 江 蘇 丹 徒 人",238
505,"Wang Peiheng","汪 佩 珩"," 江 蘇 儀 徵 人",352
506,"Wang Peiheng","王 佩 珩"," 浙 江 任 和 人",232
507,"Wang Peihua","王 佩 華"," 常 熟 人",232
508,"Wang Peihua","王 佩 華"," 太 倉 人",233
509,"Wang Peixiang","王 佩 香"," 太 倉 人",233
510,"Wang Puren","王 樸 人"," 江 西 玉 山 人",254
511,"Wang Qian","王 倩"," 雅 三 山 陰 人",237
512,"Wang Qian","王 倩"," 琬 紅 錢 塘 人",237
513,"Wang Qichuang","王 綺 窗"," 湖 南 善 化 人",250
514,"Wang Qing","汪 清"," 江 蘇 東 臺 人",353
515,"Wang Qinglan","王 清 蘭"," 山 東 高 密 人",239
516,"Wang Qingli","王 慶 隸"," 浙 江 錢 塘 人",253
517,"Wang Qingxia","王 清 霞"," 江 蘇 青 浦 人",239
518,"Wang Qingying","汪 清 英"," 浙 江 錢 塘 人",353
519,"Wang Qinyun","汪 琴 雲"," 浙 江 錢 塘 人",355
520,"Wang Qiong","王 瓊"," 江 蘇 丹 徒 人",256
521,"Wang Qiongying","王 瓊 瑛"," 福 建 候 官 人",257
522,"Wang Quan","王 荃"," 嘉 興 梅 里 人",239
523,"Wang Ren","汪 紉"," 浙 江 任 和 人",352
524,"Wang Renlan","汪 紉 蘭"," 江 蘇 吳 縣 人",352
525,"Wang RenPei","畹 紉 佩"," 江 蘇 婺 源 人",236
526,"Wang Rugui","王 如 圭"," 江 蘇 婁 縣 人",232
527,"Wang Rui","王 睿"," 江 蘇 太 興 人",250
528,"Wang Ruiguang","王 瑞 光"," 江 蘇 揚 州 人",245
529,"Wang Ruilan","王 瑞 蘭"," 福 建 永 福 人",245
530,"Wang Ruiqing","王 蕊 卿"," 安 徽 和 州 人",255
531,"Wang Rulan","汪 汝 瀾"," 浙 江 秀 水 人",351
532,"Wang Shang","王 尚"," 古 燕 大 成 人",233
533,"Wang Shanggong","王 尚 恭","",40
534,"Wang Shao","汪 韶"," 安 徽 六 安 人",358
535,"Wang Shao","王 韶"," 浙 江 錢 塘 人",251
536,"Wang Shaohua","王 少 華"," 安 徽 婺 源 人",230
537,"Wang Shaozhi","王 邵 之","",6
538,"Wang Shengzhi","王 甥 稙"," 江 蘇 江 陰 人",241
539,"Wang shi","汪 氏 （ 何 恒 銘 妻 ）"," 福 建 閩 縣 人",360
540,"Wang shi","汪 氏 （ 錢 有 嘹 妻 ）"," 浙 江 秀 水 人",360
541,"Wang shi","汪 氏 （ 吳 鶴 翔 妻 ）"," 徽 州 人",111
542,"Wang Shi","汪 是"," 安 徽 歙 縣 人",352
543,"Wang shi","王 氏","",41
544,"Wang shi","王 氏","",41
545,"Wang shi","王 氏 （ 沈 應 星 妻 ）"," 江 蘇 阜 寧 人",261
546,"Wang shi","王 氏 （ 萬 福 妻 ）"," 雲 南 保 山 人",93
547,"Wang shi","王 氏 （ 張 載 徵 妻 ）"," 山 東 萊 陽 人",93
548,"Wang shi","王 氏 （ 張 恆 源 妻 ）"," 浙 江 杭 州 人",261
549,"Wang shi","王 氏 （ 趙 友 倩 妻 ）"," 江 蘇 常 熟 人",259
550,"Wang shi","王 氏 （ 丁 莊 妻 ）"," 廣 東 瓊 州 人",260
551,"Wang shi","王 氏 （ 王 榮 桂 女  ）"," 江 蘇 江 都 龍 洲 人",261
552,"Wang shi","王 氏 （ 周 系 興 妻 ）"," 湖 南 湘 潭 人",261
553,"Wang shi","王 氏 （ 周 忻 妻 ）"," 山 東 海 陽 人",260
554,"Wang shi","王 氏 （ 洪 守 純 母 ）"," 浙 江 海 寧 人",260
555,"Wang shi","王 氏 （ 孫 長 和 妻 ）"," 安 徽 壽 洲 人",260
556,"Wang shi","王 氏 （ 徐 詹 寧 妻 ）"," 太 倉 人",93
557,"Wang shi","王 氏 （ 徐 剛 振 妻 ）"," 浙 江 海 寧 人",259
558,"Wang shi","王 氏 （ 馬 邦 玉 妻 ）"," 山 東 魚 臺 人",260
559,"Wang shi","王 氏 （ 高 虞 恂 妻 ）"," 山 東 高 密 人",260
560,"Wang shi","王 氏 （ 陳 尚 古 妻 ）"," 浙 江 烏 程 人",259
561,"Wang shi","王 氏 （ 陳 熉 農 妻 ）"," 貴 州 遵 義 人",260
562,"Wang shi","王 氏"," 通 州 人",92
563,"Wang shi","王 氏 （ 薛 曰 玟 妻 ）"," 山 東 膠 州 人",259
564,"Wang shi","王 氏 （ 戴 京 妻 ）"," 浙 江 錢 塘 人",260
565,"Wang shi","王 氏 （ 龐 源 妻 ）"," 鄠 縣 人",92
