"cycleID","Dynasty","MinorDynasty","StemBranch","Year","YearXF"
4376,"战國","","戊寅","二十三年 魏、韩、赵初为侯",-403
4377,"战國","","己卯","二十四年 燕嫠侯 元年",-402
4378,"战國","","庚辰","周安王驕 元年 楚悼王 元年",-401
4379,"战國","","辛巳","二年 韩列侯 元年",-400
4380,"战國","","壬午","三年 秦惠公 元年",-399
4381,"战國","","癸未","四年",-398
4382,"战國","","甲申","五年",-397
4383,"战國","","乙酉","六年 魏武侯 元年",-396
4384,"战國","","丙戌","七年 鄭康公 元年",-395
4385,"战國","","丙戌","七年 宋休公 元年",-395
4386,"战國","","丁亥","八年",-394
4387,"战國","","戊子","九年",-393
4388,"战國","","己丑","十年 晉孝公 元年",-392
4389,"战國","","庚寅","十一年",-391
4390,"战國","","辛卯","十二年",-390
4391,"战國","","壬辰","十三年",-389
4392,"战國","","癸巳","十四年",-388
4393,"战國","","甲午","十五年",-387
4394,"战國","","乙未","十六年 赵敬侯 元年",-386
4395,"战國","","乙未","十六年 秦出子 元年",-386
4396,"战國","","丙申","十七年",-385
4397,"战國","","丁酉","十八年 田齊侯剡 元年",-384
4398,"战國","","丁酉","十八年 秦獻公",-384
4399,"战國","","戊戌","十九年",-383
4400,"战國","","己亥","二十年",-382
4401,"战國","","庚子","二十一年",-381
4402,"战國","","辛丑","二十二年 楚肃王 元年",-380
4403,"战國","","壬寅","二十三年 田氏并齊",-379
4404,"战國","","癸卯","二十四年",-378
4405,"战國","","甲辰","二十五年 韩哀侯 元年",-377
4406,"战國","","乙巳","二十六年 韩、魏、赵分晉",-376
4407,"战國","","乙巳","二十六年 越王諸昝 元年",-376
4408,"战國","","丙午","周烈王喜 元年 韩灭鄭",-375
4409,"战國","","丙午","鲁共公 元年",-375
4410,"战國","","丙午","田齊桓公 元年",-375
4411,"战國","","丙午","越王错枝 元年",-375
4412,"战國","","丁未","二年 韩共侯 元年",-374
4413,"战國","","丁未","二年 赵成侯 元年",-374
4414,"战國","","丁未","二年 越王无余之 元年",-374
4415,"战國","","戊申","三年",-373
4416,"战國","","己酉","四年 燕桓公 元年",-372
4417,"战國","","庚戌","五年",-371
4418,"战國","","辛亥","六年 魏惠王 元年",-370
4419,"战國","","壬子","七年 楚宣王 元年",-369
4420,"战國","","壬子","七年 宋剔成 元年",-369
4421,"战國","","癸丑","周顯王扁 元年",-368
4422,"战國","","甲寅","二年",-367
4423,"战國","","乙卯","三年",-366
4424,"战國","","丙辰","四年",-365
4425,"战國","","丁巳","五年",-364
4426,"战國","","戊午","六年",-363
4427,"战國","","己未","七年 韩嫠侯 元年",-362
4428,"战國","","己未","七年 越王无颛 元年",-362
4429,"战國","","庚申","八年 燕文侯 元年",-361
4430,"战國","","庚申","八年 秦孝公 元年",-361
4431,"战國","","庚申","八年 衛成侯 元年",-361
4432,"战國","","辛酉","九年",-360
4433,"战國","","壬戌","十年",-359
4434,"战國","","癸亥","十一年",-358
4435,"战國","","甲子","十二年",-357
4436,"战國","","乙丑","十三年 田齊威王 元年",-356
4437,"战國","","丙寅","十四年 楚灭越",-355
4438,"战國","","丁卯","十五年",-354
4439,"战國","","戊辰","十六年",-353
4440,"战國","","己巳","十七年 鲁康公 元年",-352
4441,"战國","","庚午","十八年",-351
4442,"战國","","辛未","十九年",-350
4443,"战國","","壬申","二十年 赵肃侯 元年",-349
4444,"战國","","癸酉","二十一年",-348
4445,"战國","","甲戌","二十二年",-347
4446,"战國","","乙亥","二十三年",-346
4447,"战國","","丙子","二十四年",-345
4448,"战國","","丁丑","二十五年",-344
4449,"战國","","戊寅","二十六年 鲁景公 元年",-343
4450,"战國","","己卯","二十七年",-342
4451,"战國","","庚辰","二十八年",-341
4452,"战國","","辛巳","二十九",-340
4453,"战國","","壬午","三十年 楚威王 元年",-339
4454,"战國","","癸未","三十一年",-338
4455,"战國","","甲申","三十二年 秦惠文王 元年",-337
4456,"战國","","乙酉","三十三年",-336
4457,"战國","","丙戌","三十四年 魏惠王 后元元年",-335
4458,"战國","","丁亥","三十五年",-334
4459,"战國","","戊子","三十六年",-333
4460,"战國","","己丑","三十七年 韩威侯 元年",-332
4461,"战國","","己丑","三十七年 燕易王 元年",-332
4462,"战國","","己丑","三十七年 衛平侯 元年",-332
4463,"战國","","庚寅","三十八年",-331
4464,"战國","","辛卯","三十九年",-330
4465,"战國","","壬辰","四十年",-329
4466,"战國","","癸巳","四十一年 楚怀王 元年",-328
4467,"战國","","癸巳","宋君偃 元年",-328
4468,"战國","","甲午","四十二年",-327
4469,"战國","","乙未","四十三年",-326
4470,"战國","","丙申","四十四年 韩宣王 元年",-325
4471,"战國","","丙申","赵武靈王 元年",-325
4472,"战國","","丁酉","四十五年 秦惠文王 后元元年",-324
4473,"战國","","丁酉","衛嗣君 元年",-324
4474,"战國","","戊戌","四十六年",-323
4475,"战國","","己亥","四十七年",-322
4476,"战國","","庚子","四十八年",-321
4477,"战國","","辛丑","周慎靓王定 元年 燕王喻 元年",-320
4478,"战國","","壬寅","二年",-319
4479,"战國","","癸卯","三年 魏襄王 元年",-318
4480,"战國","","甲辰","四年",-317
4481,"战國","","乙巳","五年",-316
4482,"战國","","丙午","六年",-315
4483,"战國","","丁未","周赧王延 元年 鲁平公 元年",-314
4484,"战國","","戊申","二年",-313
4485,"战國","","己酉","三年",-312
4486,"战國","","庚戌","四年 韩襄王 元年",-311
4487,"战國","","庚戌","燕昭王 元年",-311
4488,"战國","","辛亥","五年 秦武王 元年",-310
4489,"战國","","壬子","六年",-309
4490,"战國","","癸丑","七年",-308
4491,"战國","","甲寅","八年",-307
4492,"战國","","乙卯","九年 秦昭襄王 元年",-306
4493,"战國","","丙辰","十年",-305
4494,"战國","","丁巳","十一年",-304
4495,"战國","","戊午","十二年",-303
4496,"战國","","己未","十三年",-302
4497,"战國","","庚申","十四年 田齊緡王 元年",-301
4498,"战國","","辛酉","十五年",-300
4499,"战國","","壬戌","十六年",-299
4500,"战國","","癸亥","十七年 赵惠文王 元年",-298
4501,"战國","","癸亥","楚頃襄王 元年",-298
4502,"战國","","甲子","十八年",-297
4503,"战國","","乙丑","十九年",-296
4504,"战國","","丙寅","二十年 韩嫠王 元年",-295
4505,"战國","","丙寅","魏昭王 元年",-295
4506,"战國","","丙寅","鲁緡公 元年",-295
4507,"战國","","丁卯","二十一年",-294
4508,"战國","","戊辰","二十二年",-293
4509,"战國","","己巳","二十三年",-292
4510,"战國","","庚午","二十四年",-291
4511,"战國","","辛未","二十五年",-290
4512,"战國","","壬申","二十六年",-289
4513,"战國","","癸酉","二十七年",-288
4514,"战國","","甲戌","二十八年",-287
4515,"战國","","乙亥","二十九年 齊灭宋",-286
4516,"战國","","丙子","三十年",-285
4517,"战國","","丁丑","三十一年",-284
4518,"战國","","戊寅","三十二年 田齊襄王 元年",-283
4519,"战國","","己卯","三十三年 衛怀君 元年",-282
4520,"战國","","庚辰","三十四年",-281
4521,"战國","","辛巳","三十五年",-280
4522,"战國","","壬午","三十六年",-279
4523,"战國","","癸未","三十七年 燕惠王",-278
4524,"战國","","甲申","三十八年",-277
4525,"战國","","乙酉","三十九年 魏安嫠王 元年",-276
4526,"战國","","丙戌","四十年",-275
4527,"战國","","丁亥","四十一年",-274
4528,"战國","","戊子","四十二年",-273
4529,"战國","","己丑","四十三年 韩桓惠王 元年",-272
4530,"战國","","己丑","鲁頃公 元年",-272
4531,"战國","","庚寅","四十四年 燕武成王 元年",-271
4532,"战國","","辛卯","四十五年",-270
4533,"战國","","壬辰","四十六年",-269
4534,"战國","","癸巳","四十七年",-268
4535,"战國","","甲午","四十八年",-267
4536,"战國","","乙未","四十九年",-266
4537,"战國","","丙申","五十年 赵孝成王 元年",-265
4538,"战國","","丁酉","五十一年 田齊王建 元年",-264
4539,"战國","","戊戌","五十二年",-263
4540,"战國","","己亥","五十三年 楚考烈王 元年",-262
4541,"战國","","庚子","五十四年",-261
4542,"战國","","辛丑","五十五年",-260
4543,"战國","","壬寅","五十六年",-259
4544,"战國","","癸卯","五十七年",-258
4545,"战國","","甲辰","五十八年 燕孝王 元年",-257
4546,"战國","","乙巳","五十九年 秦滅周",-256
4547,"战國","","丙午","",-255
4548,"战國","","丁未","燕王喜 元年",-254
4549,"战國","","戊申","",-253
4550,"战國","","己酉","衛元君 元年",-252
4551,"战國","","庚戌","",-251
4552,"战國","","辛亥","秦孝文王 元年",-250
4553,"战國","","壬子","秦庄襄王 元年",-249
4554,"战國","","癸丑","",-248
4555,"战國","","甲寅","",-247
4556,"战國","","乙卯","秦王政 元年",-246
4557,"战國","","丙辰","",-245
4558,"战國","","丁巳","越悼襄王 元年",-244
4559,"战國","","戊午","",-243
4560,"战國","","己未","魏景緡王 元年",-242
4561,"战國","","庚申","",-241
4562,"战國","","辛酉","",-240
4563,"战國","","壬戌","",-239
4564,"战國","","癸亥","韩王安 元年",-238
4565,"战國","","甲子","楚幽王 元年",-237
4566,"战國","","乙丑","",-236
4567,"战國","","丙寅","赵王遷 元年",-235
4568,"战國","","丁卯","",-234
4569,"战國","","戊辰","",-233
4570,"战國","","己巳","",-232
4571,"战國","","庚午","",-231
4572,"战國","","辛未","秦灭韩",-230
4573,"战國","","壬申","衛君角 元年",-229
4574,"战國","","癸酉","楚哀王 元年",-228
4575,"战國","","甲戌","楚王负刍 元年 魏王假 元年",-227
4576,"战國","","甲戌","代王嘉",-227
4577,"战國","","乙亥","",-226
4578,"战國","","丙子","秦灭魏",-225
4579,"战國","","丁丑","",-224
4580,"战國","","戊寅","秦灭楚",-223
4581,"战國","","己卯","秦灭赵、灭燕",-222
4582,"战國","","庚辰","秦灭齊 统一全國",-221
